,Id,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,Authority,Hub,componentnumber,strongcompnum,clustering,eigencentrality,screen_name
13,HuwSayer,6,0,6,208846,0,208846,0,0,0,0,22,6.80E-05,0.00048,0,0,48,0,0.043289,mikejwood
14,dthomas83uk,1,0,1,274,0,274,0,0,0,0,22,4.70E-05,8.20E-05,0,0,47,0,0.005761,TommySheppard
15,MustardThisWeek,1,0,1,845,0,845,0,0,0,0,22,4.70E-05,8.20E-05,0,0,46,0,0.005761,tracy_harvey
16,RosWright2,1,0,1,374,0,374,0,0,0,0,22,4.70E-05,8.20E-05,0,0,45,0,0.005761,JudithBuntingLD
17,LDVOTE2017,1,0,1,613,0,613,0,0,0,0,22,4.70E-05,8.20E-05,0,0,44,0,0.005761,laylamoran
18,CrawfordKieran,1,0,1,131,0,131,0,0,0,0,22,4.70E-05,8.20E-05,0,0,43,0,0.005761,Sandhyamma
19,Jo_LibDem,3,0,3,2198,0,2198,0,0,0,0,22,5.30E-05,0.000363,0,0,42,0,0.017283,ClaireforTAY
20,cns_school,1,0,1,2025,0,2025,0,0,0,0,22,4.70E-05,8.20E-05,0,0,41,0,0.005761,racheleden
21,NchLibDems,2,0,2,7524,0,7524,0,0,0,0,22,5.10E-05,8.30E-05,0,0,40,0,0.016595,ldmikebell
22,PhilMorandi,3,0,3,14750,0,14750,0,0,0,0,22,5.80E-05,0.000161,0,0,39,0,0.017283,YasminQureshiMP
23,Ben9684,2,0,2,486,0,486,0,0,0,0,43,5.10E-05,9.10E-05,0,0,38,0,0.011522,MadeleineMoon
24,NCCSchoolApps,1,0,1,183,0,183,0,0,0,0,22,4.70E-05,8.20E-05,0,0,37,0,0.005761,CreweLabour
25,ThomasBuxton,1,0,1,300,0,300,0,0,0,0,22,4.70E-05,8.20E-05,0,0,36,0,0.005761,ASJSimpson
26,childs_jonathon,1,0,1,1378,0,1378,0,0,0,0,22,4.70E-05,8.20E-05,0,0,35,0,0.005761,MartynDaySNP
27,abisnail_nuts,1,0,1,132,0,132,0,0,0,0,22,4.70E-05,8.20E-05,0,0,34,0,0.005761,andymstrange
28,Feeding_Britain,1,0,1,2786,0,2786,0,0,0,0,22,4.70E-05,8.20E-05,0,0,33,0,0.005761,StephenGethins
29,ScogginsTracy,1,0,1,297,0,297,0,0,0,0,22,4.70E-05,8.20E-05,0,0,32,0,0.005761,AnnelieseDodds
30,Broadland_Dan,1,0,1,631,0,631,0,0,0,0,22,4.70E-05,8.20E-05,0,0,31,0,0.005761,Telfordlabour
31,mpgentles,1,0,1,416,0,416,0,0,0,0,22,4.70E-05,8.20E-05,0,0,30,0,0.005761,dinahkeal
32,julian47hill,3,0,3,10710,0,10710,0,0,0,0,85,5.30E-05,0.000133,0,0,29,0,0.017283,JoySquires
33,ToddlerTiddler,1,0,1,38,0,38,0,0,0,0,22,4.70E-05,8.20E-05,0,0,28,0,0.005761,MikeKaneMP
34,NDHSNorwich,1,0,1,1375,0,1375,0,0,0,0,22,4.70E-05,8.20E-05,0,0,27,0,0.005761,callum_mccaig
35,Frances_Haigh,1,0,1,474,0,474,0,0,0,0,22,4.70E-05,8.20E-05,0,0,26,0,0.005761,LabourMarina
36,harblibdems,1,0,1,180,0,180,0,0,0,0,22,4.70E-05,8.20E-05,0,0,25,0,0.005761,NickGibbUK
37,LibDemDiversity,1,0,1,1870,0,1870,0,0,0,0,22,4.70E-05,8.20E-05,0,0,24,0,0.005761,PeterThornton10
38,US_Citizen_Joe,1,0,1,1364,0,1364,0,0,0,0,22,4.70E-05,8.20E-05,0,0,23,0,0.005761,EmmaWhysall
39,F2MKE,1,0,1,482,0,482,0,0,0,0,22,4.70E-05,8.20E-05,0,0,22,0,0.005761,gregjudge
40,annetteashley61,18,0,18,111543,0,111543,0,0,0,0,75,9.30E-05,0.002598,0,0,21,0.003268,0.14196,chhcalling
41,lesleyanneheap,10,0,10,2261,0,2261,0,0,0,0,75,6.40E-05,0.001303,0,0,20,0,0.07221,AlanUkip
42,Kate_Newey,1,0,1,559,0,559,0,0,0,0,22,4.70E-05,8.20E-05,0,0,19,0,0.005761,HugoSwire
43,EveningNews,1,0,1,58857,0,58857,0,0,0,0,22,4.70E-05,8.20E-05,0,0,18,0,0.005761,PaulMcGarryUK
44,MaryRegW,2,0,2,774,0,774,0,0,0,0,57,5.10E-05,0.000116,0,0,17,0,0.011522,Hitesh_T
45,the_nshoesmith,1,0,1,518,0,518,0,0,0,0,22,4.70E-05,8.20E-05,0,0,16,0,0.005761,IanMurrayMP
46,kmorrisuk,1,0,1,456,0,456,0,0,0,0,22,4.70E-05,8.20E-05,0,0,15,0,0.005761,mwinnington
47,matfrost1,1,0,1,73,0,73,0,0,0,0,22,4.70E-05,8.20E-05,0,0,14,0,0.005761,jeremy4glos
48,Inspired__Youth,1,0,1,7761,0,7761,0,0,0,0,22,4.70E-05,8.20E-05,0,0,13,0,0.005761,juliejonesevans
49,katyjon,1,0,1,2666,0,2666,0,0,0,0,22,4.70E-05,8.20E-05,0,0,12,0,0.005761,mthrel
50,cupcakekath,1,0,1,40,0,40,0,0,0,0,22,4.70E-05,8.20E-05,0,0,11,0,0.005761,Bobby_Dean
51,margarance,1,0,1,5441,0,5441,0,0,0,0,22,4.70E-05,8.20E-05,0,0,10,0,0.005761,rheawolfson
52,Sim0nWright,1,0,1,4406,0,4406,0,0,0,0,22,4.70E-05,8.20E-05,0,0,9,0,0.005761,mpntod
53,smalley_d,25,0,25,42985,0,42985,0,0,0,0,6,0.000139,0.002479,0,0,8,0.003333,0.192244,AledMorganH
54,EuropeanPenguin,2,0,2,6982,0,6982,0,0,0,0,43,4.80E-05,0.000321,0,0,7,0,0.011522,sarahjolney1
55,WilliamPHDyer,0,27,27,0,49821,49821,3,0.62,0.709677,0,75,4.60E-05,0,0.002322,0,114,0.005698,0,RykDownes
56,RakheeV,3,0,3,22330,0,22330,0,0,0,0,75,5.10E-05,0.000353,0,0,95,0.166667,0.024583,Mark_Spencer
57,bingaddick,20,0,20,108944,0,108944,0,0,0,0,75,0.000111,0.002301,0,0,89,0.002632,0.165855,sheryllmurray
58,EngageQM,1,0,1,2271,0,2271,0,0,0,0,75,4.80E-05,0.000167,0,0,113,0,0.005761,jordslw
59,sa8mytv,1,0,1,317,0,317,0,0,0,0,75,4.80E-05,0.000167,0,0,112,0,0.005761,DanielMNorton
60,KeithKeithya,9,0,9,8866,0,8866,0,0,0,0,1,6.20E-05,0.001055,0,0,111,0,0.060294,lucyvsalek
61,macblog82,1,0,1,1470,0,1470,0,0,0,0,75,4.80E-05,0.000167,0,0,110,0,0.005761,margot_james_mp
62,FranchiLiza,2,0,2,786,0,786,0,0,0,0,75,4.90E-05,0.000299,0,0,98,0.5,0.018822,KateGreenSU
63,THLDs,2,0,2,4724,0,4724,0,0,0,0,75,4.90E-05,0.000299,0,0,105,0.5,0.018822,NewhamGreens
64,anna_LD_2017,1,0,1,246,0,246,0,0,0,0,75,4.80E-05,0.000167,0,0,109,0,0.005761,cllrccarubia
65,YasYeahia,1,0,1,516,0,516,0,0,0,0,75,4.80E-05,0.000167,0,0,108,0,0.005761,margarethodge
66,esbagshaw,2,26,28,10014,58804,68818,2,0.882353,0.933333,52.5,75,4.90E-05,0.000269,0.001847,0,107,0.007937,0.011522,SteMorris
67,QMUL_PsychSoc,1,0,1,227,0,227,0,0,0,0,75,4.80E-05,0.000167,0,0,80,0,0.005761,simonfell
68,QMSU,1,0,1,8410,0,8410,0,0,0,0,75,4.80E-05,0.000167,0,0,79,0,0.005761,WarrenLFox
69,ShamrockSoup,1,0,1,556,0,556,0,0,0,0,75,4.80E-05,0.000167,0,0,78,0,0.005761,PaulforMP
70,ZoeKirkRobinson,5,0,5,6594,0,6594,0,0,0,0,75,5.40E-05,0.015594,0,0,77,0,0.033878,shales73
71,MarkGitsham,1,0,1,338,0,338,0,0,0,0,75,4.80E-05,0.000167,0,0,76,0,0.005761,DNuttall
72,Danny_Sammut,1,0,1,880,0,880,0,0,0,0,75,4.80E-05,0.000167,0,0,75,0,0.005761,AndrewCreak
73,formerleft,3,0,3,13997,0,13997,0,0,0,0,39,5.70E-05,0.006231,0,0,74,0,0.017283,MartinChelt
74,AndyGcrime,1,0,1,357,0,357,0,0,0,0,75,4.80E-05,0.000167,0,0,73,0,0.005761,AndyD_Newman
75,richarddflowers,2,11,13,1277,20376,21653,1,1,1,21,75,4.90E-05,0.0003,0.000655,0,72,0,0.011522,JenniferBrathwa
76,SouthernRailOK,5,0,5,8505,0,8505,0,0,0,0,149,8.40E-05,0.000389,0,0,60,0,0.0336,InclusionQuery
77,Brexit_News,1,0,1,1915,0,1915,0,0,0,0,75,4.80E-05,0.000167,0,0,59,0,0.005761,elis_wilson
78,WelfareQMSU,1,0,1,1076,0,1076,0,0,0,0,75,4.80E-05,0.000167,0,0,58,0,0.005761,carlminns
79,Sammy___D,1,0,1,536,0,536,0,0,0,0,75,4.80E-05,0.000167,0,0,57,0,0.005761,GonulDaniels
80,RussoForAmerica,1,0,1,583,0,583,0,0,0,0,75,4.80E-05,0.000167,0,0,56,0,0.005761,CliveEfford
81,QMLibDems,1,0,1,273,0,273,0,0,0,0,75,4.80E-05,0.000167,0,0,55,0,0.005761,fivanmierlo
82,DanielZeichner,0,75,75,0,273894,273894,1,1,1,0,56,4.60E-05,0,0.015243,0,190,0,0,GreenbankGreens
83,NicDemocrat,11,0,11,4743,0,4743,0,0,0,0,0,6.50E-05,0.004755,0,0,189,0,0.068444,GradySNP
84,trbl_up_tmillrd,1,0,1,1632,0,1632,0,0,0,0,56,4.70E-05,0.001094,0,0,188,0,0.005761,AlexSalmond
85,Ollie4themany,2,0,2,4387,0,4387,0,0,0,0,56,5.70E-05,0.0011,0,0,187,0,0.011522,Meg_HillierMP
86,tariqsadiq,1,0,1,652,0,652,0,0,0,0,56,4.70E-05,0.001094,0,0,186,0,0.005761,holliedevanney
87,salvodimaggio,1,0,1,123,0,123,0,0,0,0,56,4.70E-05,0.001094,0,0,185,0,0.005761,JoyceOnstad
88,viewreader,1,0,1,7746,0,7746,0,0,0,0,56,4.70E-05,0.001094,0,0,184,0,0.005761,flynnhc
89,IoiTherealnacho,1,0,1,1040,0,1040,0,0,0,0,56,4.70E-05,0.001094,0,0,183,0,0.005761,bernardjenkin
90,ideasKathy,1,0,1,1686,0,1686,0,0,0,0,56,4.70E-05,0.001094,0,0,182,0,0.005761,johnmcdonnellMP
91,AnnMSinnott,1,0,1,11615,0,11615,0,0,0,0,56,4.70E-05,0.001094,0,0,181,0,0.005761,jon_trickett
92,janeCambAhead,1,0,1,117,0,117,0,0,0,0,56,4.70E-05,0.001094,0,0,180,0,0.005761,clrandrewcooper
93,bgaute,1,0,1,339,0,339,0,0,0,0,56,4.70E-05,0.001094,0,0,179,0,0.005761,LouiseEllman
94,SaveTheWFields,3,0,3,46462,0,46462,0,0,0,0,56,5.00E-05,0.00124,0,0,178,0,0.022356,StephenTwigg
95,anna4labour,5,0,5,25622,0,25622,0,0,0,0,56,5.60E-05,0.001688,0,0,177,0,0.039755,AndyMcDonaldMP
96,nickvsx,5,0,5,4682,0,4682,0,0,0,0,82,5.30E-05,0.001874,0,0,176,0,0.028805,andreajenkyns
97,BeaumontBee,1,0,1,14884,0,14884,0,0,0,0,56,4.70E-05,0.001094,0,0,175,0,0.005761,crimicans98
98,lewis_herbert,4,0,4,60444,0,60444,0,0,0,0,56,5.00E-05,0.002345,0,0,174,0,0.023044,Drew1403
99,TheCthSense,1,0,1,87,0,87,0,0,0,0,56,4.70E-05,0.001094,0,0,173,0,0.005761,green_mac
100,nmassey79,1,0,1,253,0,253,0,0,0,0,56,4.70E-05,0.001094,0,0,172,0,0.005761,kevcow
101,lennyvalentino,1,0,1,1432,0,1432,0,0,0,0,56,4.70E-05,0.001094,0,0,171,0,0.005761,Neil4Preston
102,ShellyAsquith,1,0,1,39350,0,39350,0,0,0,0,56,4.70E-05,0.001094,0,0,170,0,0.005761,McCargo
103,cambridge_stays,2,0,2,4451,0,4451,0,0,0,0,56,4.80E-05,0.00114,0,0,169,0,0.016595,DomesticBits
104,LucyWCam,1,0,1,208,0,208,0,0,0,0,56,4.70E-05,0.001094,0,0,168,0,0.005761,darrenpaffey
105,cwuEastern__No5,3,0,3,3466,0,3466,0,0,0,0,56,5.30E-05,0.001293,0,0,167,0,0.017283,jeanmedavis
106,AngliaRuskinSU,2,0,2,19923,0,19923,0,0,0,0,56,4.80E-05,0.00114,0,0,166,0,0.016595,sue_mcguire
107,MaryMRClement,1,0,1,69,0,69,0,0,0,0,56,4.70E-05,0.001094,0,0,165,0,0.005761,UKIPRedvers
108,Allchanges,10,0,10,209100,0,209100,0,0,0,0,0,6.40E-05,0.01361,0,0,164,0,0.057611,MarieRimmer
109,adamjmason,1,0,1,384,0,384,0,0,0,0,56,4.70E-05,0.001094,0,0,163,0,0.005761,georgenturner
110,SECambsLabour,1,0,1,875,0,875,0,0,0,0,56,4.70E-05,0.001094,0,0,162,0,0.005761,Molly4Wstow
111,adobemotion,20,0,20,48109,0,48109,0,0,0,0,56,8.00E-05,0.009714,0,0,161,0,0.123944,NigelQuinton
112,Jessica_Asato,23,0,23,281058,0,281058,0,0,0,0,1,0.000158,0.009853,0,0,160,0.003953,0.204926,JaneBrophyLD
113,sophie4labour,1,0,1,623,0,623,0,0,0,0,56,4.70E-05,0.001094,0,0,159,0,0.005761,IanMiddletonX
114,theswainviour,1,0,1,1670,0,1670,0,0,0,0,56,4.70E-05,0.001094,0,0,158,0,0.005761,kev927riddy
115,Niallos123,1,0,1,194,0,194,0,0,0,0,56,4.70E-05,0.001094,0,0,157,0,0.005761,Marshadecordova
116,labour_zone,101,0,101,1843805,0,1843805,0,0,0,0,68,0.000285,0.088077,0,0,156,0,0.596469,John2Win
117,rosyrosylou,1,0,1,556,0,556,0,0,0,0,56,4.70E-05,0.001094,0,0,155,0,0.005761,AllanBrame
118,CambridgeLabour,1,0,1,3410,0,3410,0,0,0,0,56,4.70E-05,0.001094,0,0,154,0,0.005761,ShabanaMahmood
119,opusdigitalis,1,0,1,706,0,706,0,0,0,0,56,4.70E-05,0.001094,0,0,153,0,0.005761,Kate_HollernMP
120,B1649,1,0,1,76,0,76,0,0,0,0,56,4.70E-05,0.001094,0,0,152,0,0.005761,Chris4BNC
121,danjulian93,1,0,1,543,0,543,0,0,0,0,56,4.70E-05,0.001094,0,0,151,0,0.005761,fozziebecs
122,M_C_Evans,2,0,2,1427,0,1427,0,0,0,0,82,5.00E-05,0.001114,0,0,150,0,0.011522,Tobias_Ellwood
123,masterkeyCarole,1,0,1,65,0,65,0,0,0,0,56,4.70E-05,0.001094,0,0,149,0,0.005761,darrenpjones
124,savisimple,1,0,1,6558,0,6558,0,0,0,0,56,4.70E-05,0.001094,0,0,148,0,0.005761,IvanLewis_MP
125,CambsUnite,1,0,1,477,0,477,0,0,0,0,56,4.70E-05,0.001094,0,0,147,0,0.005761,NeilUKIP
126,d4ngerm4us,1,0,1,156,0,156,0,0,0,0,56,4.70E-05,0.001094,0,0,146,0,0.005761,AdamVanChelt
127,heyjackcooper,1,0,1,116,0,116,0,0,0,0,56,4.70E-05,0.001094,0,0,145,0,0.005761,GillianKeegan
128,ClareFKing,1,0,1,1440,0,1440,0,0,0,0,56,4.70E-05,0.001094,0,0,144,0,0.005761,DebWiseUnger
129,davidbewart,1,0,1,13925,0,13925,0,0,0,0,56,4.70E-05,0.001094,0,0,143,0,0.005761,LindsayHoyle_MP
130,Locat1970,1,0,1,8,0,8,0,0,0,0,56,4.70E-05,0.001094,0,0,142,0,0.005761,ChrisM4Chester
131,PALythgoe,1,0,1,230,0,230,0,0,0,0,56,4.70E-05,0.001094,0,0,141,0,0.005761,PhilBoswellSNP
132,ArtieShawFan,1,0,1,1530,0,1530,0,0,0,0,56,4.70E-05,0.001094,0,0,140,0,0.005761,simonjcope
133,insportfoto,1,0,1,1587,0,1587,0,0,0,0,56,4.70E-05,0.001094,0,0,139,0,0.005761,DougChapmanSNP
134,JubileeCentre,1,0,1,1247,0,1247,0,0,0,0,56,4.70E-05,0.001094,0,0,138,0,0.005761,cara_hilton
135,acgardener,1,0,1,72,0,72,0,0,0,0,56,4.70E-05,0.001094,0,0,137,0,0.005761,isogrant
136,SandieBlickem,1,0,1,659,0,659,0,0,0,0,56,4.70E-05,0.001094,0,0,136,0,0.005761,SamGyimah
137,MancunianBirder,4,0,4,14846,0,14846,0,0,0,0,0,5.20E-05,0.002344,0,0,135,0,0.023044,StephenLloydEBN
138,robevansgdn,1,0,1,5516,0,5516,0,0,0,0,56,4.70E-05,0.001094,0,0,134,0,0.005761,joanryanEnfield
139,beholdcosmicwav,1,0,1,2907,0,2907,0,0,0,0,56,4.70E-05,0.001094,0,0,133,0,0.005761,LanaHylands
140,johnstevenson_x,1,0,1,1977,0,1977,0,0,0,0,56,4.70E-05,0.001094,0,0,132,0,0.005761,HounslowGreens
141,richardmarcj,3,0,3,6282,0,6282,0,0,0,0,56,5.00E-05,0.001215,0,0,131,0,0.022356,hinamalik85
142,weebleface,1,0,1,884,0,884,0,0,0,0,56,4.70E-05,0.001094,0,0,130,0,0.005761,decombustion
143,tandrews_labour,1,0,1,212,0,212,0,0,0,0,56,4.70E-05,0.001094,0,0,129,0,0.005761,Jeremy_Newmark
144,russelljj,2,0,2,1799,0,1799,0,0,0,0,67,4.90E-05,0.00122,0,0,128,0,0.011522,DamianCollins
145,Gerrycambridge,1,0,1,234,0,234,0,0,0,0,56,4.70E-05,0.001094,0,0,127,0,0.005761,Altany
146,h1llbillies,1,0,1,2092,0,2092,0,0,0,0,56,4.70E-05,0.001094,0,0,126,0,0.005761,barriefairbairn
147,EMJP1981,1,0,1,139,0,139,0,0,0,0,56,4.70E-05,0.001094,0,0,125,0,0.005761,DaveRaval
148,nickclarkecambs,2,0,2,16301,0,16301,0,0,0,0,3,4.90E-05,0.001342,0,0,124,0,0.011522,JamesMorris
149,BeccadT,2,0,2,2168,0,2168,0,0,0,0,75,5.10E-05,0.001156,0,0,123,0,0.011522,HollyLynch5
150,twhall091,1,0,1,651,0,651,0,0,0,0,56,4.70E-05,0.001094,0,0,122,0,0.005761,dianapwallis
151,CardozoAth,1,0,1,4736,0,4736,0,0,0,0,56,4.70E-05,0.001094,0,0,121,0,0.005761,EmmaJaneWallace
152,helpinghandsip,1,0,1,169,0,169,0,0,0,0,56,4.70E-05,0.001094,0,0,120,0,0.005761,horshamlabour
153,CambsGuidedog,1,0,1,248,0,248,0,0,0,0,56,4.70E-05,0.001094,0,0,119,0,0.005761,bkatenga
154,suegray834,8,0,8,12390,0,12390,0,0,0,0,68,5.80E-05,0.005888,0,0,118,0,0.046089,stormpoorun
155,skillsmark,1,0,1,545,0,545,0,0,0,0,56,4.70E-05,0.001094,0,0,117,0,0.005761,vickyfoxcroft
156,DenzpDp,3,0,3,2140,0,2140,0,0,0,0,56,5.10E-05,0.001175,0,0,116,0,0.017283,StephPitchers
157,Tonestiger,1,0,1,621,0,621,0,0,0,0,56,4.70E-05,0.001094,0,0,115,0,0.005761,NiaGriffithMP
158,robertcourts,0,6,6,0,4338,4338,1,1,1,0,111,4.60E-05,0,0.002803,0,197,0,0,gavinshuker
159,DanielTosti,1,0,1,236,0,236,0,0,0,0,111,5.30E-05,0.000201,0,0,196,0,0.005761,Puttick4Macc
160,WOCA_News,4,0,4,3356,0,3356,0,0,0,0,111,5.80E-05,0.001792,0,0,195,0,0.033189,emilyfermor
161,riyan_sumindar,1,0,1,1565,0,1565,0,0,0,0,111,5.30E-05,0.000201,0,0,194,0,0.005761,stuartjeffery
162,SherrynHikins,1,0,1,212,0,212,0,0,0,0,111,5.30E-05,0.000201,0,0,193,0,0.005761,Y_FovargueMP
163,techpixieabby,1,0,1,94,0,94,0,0,0,0,111,5.30E-05,0.000201,0,0,192,0,0.005761,johnleechmcr
164,EuroTories,16,0,16,38174,0,38174,0,0,0,0,111,7.20E-05,0.03645,0,0,191,0,0.095827,JeffSmithetc
165,Eluned_Parrott,0,14,14,0,54702,54702,1,1,1,0,62,4.60E-05,0,0.001332,0,212,0,0,Michael4MDNP
166,StonewallCymru,1,0,1,8218,0,8218,0,0,0,0,62,4.90E-05,9.60E-05,0,0,211,0,0.005761,owenlmeredith
167,Uffithecat,1,0,1,60,0,60,0,0,0,0,62,4.90E-05,9.60E-05,0,0,210,0,0.005761,kathrynjanexo
168,nakedcitizens1,1,0,1,431,0,431,0,0,0,0,62,4.90E-05,9.60E-05,0,0,209,0,0.005761,MhairiBlack
169,SiriolB,1,0,1,575,0,575,0,0,0,0,62,4.90E-05,9.60E-05,0,0,208,0,0.005761,FionaOnasanyaMP
170,LiberalMorgan,5,0,5,10485,0,10485,0,0,0,0,75,7.20E-05,0.000205,0,0,207,0,0.036105,sue_dann
171,cymroglyn,1,0,1,734,0,734,0,0,0,0,62,4.90E-05,9.60E-05,0,0,206,0,0.005761,bjfletcher
172,joseph_carterUK,2,0,2,3950,0,3950,0,0,0,0,75,5.10E-05,0.000157,0,0,205,0,0.011522,_JonathanEssex
173,RussGlennon,1,0,1,3018,0,3018,0,0,0,0,62,4.90E-05,9.60E-05,0,0,204,0,0.005761,NickHurdUK
174,malws,1,0,1,62,0,62,0,0,0,0,62,4.90E-05,9.60E-05,0,0,203,0,0.005761,a_adeyemo
175,suzydaviesam,2,0,2,19974,0,19974,0,0,0,0,62,5.30E-05,0.000928,0,0,202,0,0.011522,roisinlynchsdlp
176,angelneptustar,2,0,2,40469,0,40469,0,0,0,0,62,5.00E-05,0.001027,0,0,201,0,0.011522,philhutty
177,EscaRecruitment,1,0,1,5060,0,5060,0,0,0,0,62,4.90E-05,9.60E-05,0,0,200,0,0.005761,GPWebb
178,UndebPlaidCymru,1,0,1,2878,0,2878,0,0,0,0,62,4.90E-05,9.60E-05,0,0,199,0,0.005761,DanielleGlavin
179,JFinchSaunders,5,0,5,26256,0,26256,0,0,0,0,3,5.40E-05,0.015377,0,0,198,0,0.028805,andrealeadsom
180,Georgina_Milne,0,48,48,0,90621,90621,2,0.735294,0.82,0,153,4.60E-05,0,0.000201,0,288,0.00266,0,robjlinds
181,JLavery48,1,0,1,44,0,44,0,0,0,0,153,4.70E-05,1.40E-05,0,0,287,0,0.005761,Sarah_C_Church
182,raiderfra,2,0,2,1194,0,1194,0,0,0,0,55,5.00E-05,3.80E-05,0,0,258,0.5,0.015172,cmackinlay
183,CllrJohnBarry,2,0,2,7946,0,7946,0,0,0,0,153,4.90E-05,2.90E-05,0,0,286,0,0.011522,warelane
184,Hayles_Sophie,1,0,1,488,0,488,0,0,0,0,153,4.70E-05,1.40E-05,0,0,285,0,0.005761,Steven4Stirling
185,GreenDave4AYS,13,0,13,24583,0,24583,0,0,0,0,56,8.20E-05,0.000564,0,0,284,0,0.095184,RuthSmeeth
186,DawnPEastAntri1,4,0,4,8278,0,8278,0,0,0,0,153,5.40E-05,5.40E-05,0,0,227,0.166667,0.030344,mikenesbittni
187,MickMcKernan,1,0,1,581,0,581,0,0,0,0,153,4.70E-05,1.40E-05,0,0,283,0,0.005761,DomGiles1
188,housewife_hell,1,0,1,222,0,222,0,0,0,0,153,4.70E-05,1.40E-05,0,0,282,0,0.005761,RhydianFitter
189,LindaFStewart,1,0,1,5838,0,5838,0,0,0,0,153,4.70E-05,1.40E-05,0,0,281,0,0.005761,GarethLibDem
190,ihiccupalot,2,0,2,10472,0,10472,0,0,0,0,153,4.90E-05,1.60E-05,0,0,230,0.5,0.015172,Geoffrey_Cox
191,peablair,1,0,1,3894,0,3894,0,0,0,0,153,4.70E-05,1.40E-05,0,0,280,0,0.005761,BorisJohnson
192,beverleybrown9,1,0,1,31,0,31,0,0,0,0,153,4.70E-05,1.40E-05,0,0,279,0,0.005761,greycoatlaw
193,SustransNI,1,0,1,4169,0,4169,0,0,0,0,153,4.70E-05,1.40E-05,0,0,278,0,0.005761,MattWestern_
194,dawnpurvis,1,0,1,8965,0,8965,0,0,0,0,153,4.70E-05,1.40E-05,0,0,277,0,0.005761,ianstotesbury
195,MayorofNantes,2,0,2,1720,0,1720,0,0,0,0,55,5.00E-05,3.80E-05,0,0,260,0.5,0.015172,tessamunt
196,nigreenways,2,0,2,23725,0,23725,0,0,0,0,153,5.10E-05,1.90E-05,0,0,276,0,0.011522,lizleffman
197,SBelfastGreens,1,0,1,3938,0,3938,0,0,0,0,153,4.70E-05,1.40E-05,0,0,275,0,0.005761,AndyCroy
198,James__Dixon,1,0,1,1736,0,1736,0,0,0,0,153,4.70E-05,1.40E-05,0,0,274,0,0.005761,EmmaReynoldsMP
199,Suparl,1,0,1,1189,0,1189,0,0,0,0,153,4.70E-05,1.40E-05,0,0,273,0,0.005761,CarrieAHarper
200,LRNA11,1,0,1,218,0,218,0,0,0,0,153,4.70E-05,1.40E-05,0,0,272,0,0.005761,marygwengriff
201,DBSGreens,1,0,1,754,0,754,0,0,0,0,153,4.70E-05,1.40E-05,0,0,271,0,0.005761,nickherbertmp
202,RowanTNI,1,0,1,608,0,608,0,0,0,0,153,4.70E-05,1.40E-05,0,0,270,0,0.005761,GloriaDePiero
203,TheLaughingSky,1,0,1,247,0,247,0,0,0,0,153,4.70E-05,1.40E-05,0,0,269,0,0.005761,DamianGreen
204,aineduck97,10,0,10,51691,0,51691,0,0,0,0,153,8.00E-05,0.000329,0,0,268,0.011111,0.061261,DLidington
205,oharamal,1,0,1,2495,0,2495,0,0,0,0,153,4.70E-05,1.40E-05,0,0,267,0,0.005761,EilidhWhiteford
206,markreel,1,0,1,2330,0,2330,0,0,0,0,153,4.70E-05,1.40E-05,0,0,266,0,0.005761,Wera_Hobhouse
207,Lesleyveronica,1,0,1,400,0,400,0,0,0,0,153,4.70E-05,1.40E-05,0,0,265,0,0.005761,GRobinsonDUP
208,espenasteladd,1,0,1,1457,0,1457,0,0,0,0,153,4.70E-05,1.40E-05,0,0,264,0,0.005761,AlMcDonnellSB
209,denisemcauleySM,1,0,1,181,0,181,0,0,0,0,153,4.70E-05,1.40E-05,0,0,263,0,0.005761,ScottDickinson0
210,heatherfpa,1,0,1,127,0,127,0,0,0,0,153,4.70E-05,1.40E-05,0,0,262,0,0.005761,JuliePorksen
211,Strangfordgreen,1,13,14,357,19637,19994,1,1,1,10,55,4.70E-05,1.40E-05,0.000326,0,261,0.016484,0.005761,grahamstuart
212,fran_snchz,1,0,1,762,0,762,0,0,0,0,153,4.70E-05,1.40E-05,0,0,248,0,0.005761,JamesLovatt
213,snurk01,1,0,1,174,0,174,0,0,0,0,153,4.70E-05,1.40E-05,0,0,247,0,0.005761,radclifd
214,strike4choice,1,0,1,211,0,211,0,0,0,0,153,4.70E-05,1.40E-05,0,0,246,0,0.005761,uknoel
215,GreenAlty,6,0,6,15893,0,15893,0,0,0,0,1,6.00E-05,0.00018,0,0,245,0,0.044433,Imran_HussainMP
216,KevinBosshogg79,4,0,4,1985,0,1985,0,0,0,0,153,5.40E-05,4.80E-05,0,0,229,0.083333,0.035138,JudithCummins
217,jonesy108,1,0,1,454,0,454,0,0,0,0,153,4.70E-05,1.40E-05,0,0,244,0,0.005761,bingleyr
218,Fiona7689Fiona,1,0,1,2259,0,2259,0,0,0,0,153,4.70E-05,1.40E-05,0,0,243,0,0.005761,MaryMacleodUK
219,decombustion,1,20,21,1534,97918,99452,1,1,1,17,153,4.70E-05,1.40E-05,2.70E-05,0,242,0.007143,0.005761,TerenceSmith14
220,LurigDramaCDall,1,0,1,1432,0,1432,0,0,0,0,153,4.70E-05,1.40E-05,0,0,221,0,0.005761,karinsmyth
