,Id,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,Authority,Hub,componentnumber,strongcompnum,clustering,eigencentrality,screen_name
221,GerryFloydCine,1,0,1,41,0,41,0,0,0,0,153,4.70E-05,1.40E-05,0,0,220,0,0.005761,3RGJ
222,pa0l,1,0,1,139,0,139,0,0,0,0,153,4.70E-05,1.40E-05,0,0,219,0,0.005761,andyg2439
223,GreensSSalop,1,0,1,1742,0,1742,0,0,0,0,153,4.70E-05,1.40E-05,0,0,218,0,0.005761,BattyeJanet
224,70af7adbdd70474,1,0,1,289,0,289,0,0,0,0,153,4.70E-05,1.40E-05,0,0,217,0,0.005761,RastrickCrusade
225,ZombieAudition,1,0,1,247,0,247,0,0,0,0,153,4.70E-05,1.40E-05,0,0,216,0,0.005761,ggarbett
226,emotionalmap,1,0,1,42,0,42,0,0,0,0,153,4.70E-05,1.40E-05,0,0,215,0,0.005761,Sarulislam
227,SuckMyLEFTJuan,5,0,5,16495,0,16495,0,0,0,0,72,5.80E-05,0.000947,0,0,214,0,0.028805,mark4ceredigion
228,oliver_moran,1,0,1,1334,0,1334,0,0,0,0,153,4.70E-05,1.40E-05,0,0,213,0,0.005761,sj_robinson
229,PaulaJaneB,0,70,70,0,182302,182302,1,1,1,0,153,4.60E-05,0,0.000439,0,357,0,0,AlexChalkChelt
230,TrBrk,2,0,2,534,0,534,0,0,0,0,153,4.90E-05,6.50E-05,0,0,356,0,0.011522,harriescoffee
231,StormyOne53,1,0,1,315,0,315,0,0,0,0,153,4.70E-05,3.20E-05,0,0,355,0,0.005761,LabourSJ
232,Micky_Murray,2,0,2,5469,0,5469,0,0,0,0,153,5.00E-05,3.50E-05,0,0,354,0,0.011522,Nicola_Knight1
233,ZoeMcKavanagh,2,0,2,444,0,444,0,0,0,0,153,4.90E-05,4.60E-05,0,0,353,0,0.011522,curryannemarie
234,celticissimo,3,0,3,2957,0,2957,0,0,0,0,55,5.40E-05,0.000525,0,0,352,0,0.017283,joenaitta
235,DesertWill,2,0,2,14818,0,14818,0,0,0,0,153,4.90E-05,4.60E-05,0,0,351,0,0.011522,Roobotham
236,DavidReidoNI,1,0,1,468,0,468,0,0,0,0,153,4.70E-05,3.20E-05,0,0,350,0,0.005761,ajsmith_libdem
237,b3d7sw,1,0,1,1361,0,1361,0,0,0,0,153,4.70E-05,3.20E-05,0,0,349,0,0.005761,Ed_Miliband
238,JkUmisma,1,0,1,3996,0,3996,0,0,0,0,153,4.70E-05,3.20E-05,0,0,348,0,0.005761,IanAustinMP
239,CathyMcCusker2,1,0,1,178,0,178,0,0,0,0,153,4.70E-05,3.20E-05,0,0,347,0,0.005761,JonBramall
240,muppetjude,2,0,2,2966,0,2966,0,0,0,0,153,5.00E-05,4.60E-05,0,0,346,0,0.011522,StewartHosieSNP
241,KirstieMorrow,1,0,1,202,0,202,0,0,0,0,153,4.70E-05,3.20E-05,0,0,345,0,0.005761,whyteleafedavid
242,eileencairnduff,1,0,1,188,0,188,0,0,0,0,153,4.70E-05,3.20E-05,0,0,344,0,0.005761,carl1545
243,gmm273,1,0,1,47,0,47,0,0,0,0,153,4.70E-05,3.20E-05,0,0,343,0,0.005761,Craig_R_Martin
244,TryagainplzNI21,2,0,2,226,0,226,0,0,0,0,55,4.90E-05,3.50E-05,0,0,342,0,0.011522,ElishaMcC_SF
245,PedwebOrg,1,0,1,40,0,40,0,0,0,0,153,4.70E-05,3.20E-05,0,0,341,0,0.005761,andyredfern
246,JohnMcCallister,1,0,1,8619,0,8619,0,0,0,0,153,4.70E-05,3.20E-05,0,0,340,0,0.005761,danielslaw
247,EmmetMcDB,1,0,1,3711,0,3711,0,0,0,0,153,4.70E-05,3.20E-05,0,0,339,0,0.005761,RichardGrahamUK
248,john_eltham,1,0,1,232,0,232,0,0,0,0,153,4.70E-05,3.20E-05,0,0,338,0,0.005761,gylabour
249,Pixiebybirth,1,0,1,2434,0,2434,0,0,0,0,153,4.70E-05,3.20E-05,0,0,337,0,0.005761,TulipSiddiq
250,FergalMcFerran,2,0,2,10695,0,10695,0,0,0,0,153,4.80E-05,0.000127,0,0,336,0,0.011522,nickperrylibdem
251,millieharris24,3,0,3,96,0,96,0,0,0,0,153,5.30E-05,0.000485,0,0,335,0,0.022356,William_Wragg
252,NUS_USI,2,0,2,6951,0,6951,0,0,0,0,153,5.20E-05,4.10E-05,0,0,334,0,0.011522,Hemellabour
253,YasminLee_,1,0,1,2380,0,2380,0,0,0,0,153,4.70E-05,3.20E-05,0,0,333,0,0.005761,mikekatz
254,kevincartermsp,1,0,1,406,0,406,0,0,0,0,153,4.70E-05,3.20E-05,0,0,332,0,0.005761,bphillipsonMP
255,BoardofDeputies,10,0,10,165294,0,165294,0,0,0,0,153,8.20E-05,0.002239,0,0,331,0,0.061261,gummerben
256,davidaalliance,1,0,1,1011,0,1011,0,0,0,0,153,4.70E-05,3.20E-05,0,0,330,0,0.005761,EmilyThornberry
257,carolminime,5,0,5,1136,0,1136,0,0,0,0,153,5.20E-05,9.10E-05,0,0,224,0,0.032455,jenniferdnadel
258,DannyDonnelly1,3,0,3,10936,0,10936,0,0,0,0,153,5.50E-05,7.50E-05,0,0,329,0,0.022356,AlanBrownSNP
259,Sian_Jamison,1,0,1,140,0,140,0,0,0,0,153,4.70E-05,3.20E-05,0,0,328,0,0.005761,clairethomas1
260,McatamneyEnda,1,0,1,453,0,453,0,0,0,0,153,4.70E-05,3.20E-05,0,0,327,0,0.005761,RogMull
261,Jsykes42,1,0,1,63,0,63,0,0,0,0,153,4.70E-05,3.20E-05,0,0,326,0,0.005761,RachelReevesMP
262,KarenDouglas_NI,2,0,2,949,0,949,0,0,0,0,153,4.90E-05,6.50E-05,0,0,325,0,0.011522,MagsLewisGreen
263,NAMawhinney,3,0,3,693,0,693,0,0,0,0,153,5.20E-05,5.70E-05,0,0,324,0,0.020933,ShaunBaileyUK
264,dwils23,1,0,1,696,0,696,0,0,0,0,153,4.70E-05,3.20E-05,0,0,323,0,0.005761,CPALewisham
265,JulieEGilmour,4,0,4,3813,0,3813,0,0,0,0,153,5.90E-05,4.00E-05,0,0,322,0,0.023044,AshleyGunstock
266,PoliticalQueen_,1,0,1,297,0,297,0,0,0,0,153,4.70E-05,3.20E-05,0,0,321,0,0.005761,BenBloryman
267,ah241,1,0,1,1659,0,1659,0,0,0,0,153,4.70E-05,3.20E-05,0,0,320,0,0.005761,Kristoforbrown
268,GKretinin,1,0,1,121,0,121,0,0,0,0,153,4.70E-05,3.20E-05,0,0,319,0,0.005761,SeguraLiverpool
269,HDAwareness,1,0,1,16184,0,16184,0,0,0,0,153,4.70E-05,3.20E-05,0,0,318,0,0.005761,lucianaberger
270,paul_CPSU,2,0,2,3060,0,3060,0,0,0,0,153,4.90E-05,3.50E-05,0,0,317,0,0.011522,granted76
271,hope4mefibroni,1,0,1,372,0,372,0,0,0,0,153,4.70E-05,3.20E-05,0,0,316,0,0.005761,Dunne4Ludlow
272,CancerFocusNI,1,0,1,6841,0,6841,0,0,0,0,153,4.70E-05,3.20E-05,0,0,315,0,0.005761,dean_r
273,LewisDoherty_,1,0,1,274,0,274,0,0,0,0,153,4.70E-05,3.20E-05,0,0,314,0,0.005761,CllrPauline
274,FosterRoisin,1,0,1,239,0,239,0,0,0,0,153,4.70E-05,3.20E-05,0,0,313,0,0.005761,iainastewart
275,CHiggins101,1,0,1,613,0,613,0,0,0,0,153,4.70E-05,3.20E-05,0,0,312,0,0.005761,ruthjoneswales
276,AnsellChantelle,3,0,3,819,0,819,0,0,0,0,153,5.30E-05,4.90E-05,0,0,311,0,0.017283,RobertJenrick
277,naomi_long,6,0,6,249426,0,249426,0,0,0,0,153,6.10E-05,7.70E-05,0,0,310,0,0.034567,pippabartolotti
278,lynskeyd,1,0,1,465,0,465,0,0,0,0,153,4.70E-05,3.20E-05,0,0,309,0,0.005761,caoimhemcneill
279,leahgilroy,1,0,1,112,0,112,0,0,0,0,153,4.70E-05,3.20E-05,0,0,308,0,0.005761,AndrewMuirNI
280,Carl_K_Allen,1,0,1,543,0,543,0,0,0,0,153,4.70E-05,3.20E-05,0,0,307,0,0.005761,KevanJonesMP
281,stewartcdickson,1,0,1,4664,0,4664,0,0,0,0,153,4.70E-05,3.20E-05,0,0,306,0,0.005761,dougmswanney
282,GooKerry,1,0,1,60,0,60,0,0,0,0,153,4.70E-05,3.20E-05,0,0,305,0,0.005761,Robin34t
283,WRDA_team,1,0,1,1495,0,1495,0,0,0,0,153,4.70E-05,3.20E-05,0,0,304,0,0.005761,Charley_P
284,vikki1979,3,0,3,567,0,567,0,0,0,0,153,5.30E-05,3.50E-05,0,0,303,0,0.017283,JustinTomlinson
285,ceg__,1,0,1,51,0,51,0,0,0,0,153,4.70E-05,3.20E-05,0,0,302,0,0.005761,garyupnorth
286,Siobhan4343,1,0,1,440,0,440,0,0,0,0,153,4.70E-05,3.20E-05,0,0,301,0,0.005761,ALewerMBE
287,SiobhanMcHaffie,1,0,1,348,0,348,0,0,0,0,153,4.70E-05,3.20E-05,0,0,300,0,0.005761,HughinNorfolk
288,lfclee2011,1,0,1,2793,0,2793,0,0,0,0,153,4.70E-05,3.20E-05,0,0,299,0,0.005761,hollidb
289,BrianMJMcMullan,2,0,2,1352,0,1352,0,0,0,0,55,4.90E-05,6.70E-05,0,0,298,0,0.011522,Yellowsiskin
290,michaelffa8,1,0,1,3234,0,3234,0,0,0,0,153,4.70E-05,3.20E-05,0,0,297,0,0.005761,TamaraGalloway
291,ClaireWilse,1,0,1,217,0,217,0,0,0,0,153,4.70E-05,3.20E-05,0,0,296,0,0.005761,JohnnyMercerUK
292,VillageOTYear,1,0,1,647,0,647,0,0,0,0,153,4.70E-05,3.20E-05,0,0,295,0,0.005761,esbagshaw
293,QUBVChancellor,1,0,1,1118,0,1118,0,0,0,0,153,4.70E-05,3.20E-05,0,0,294,0,0.005761,FitzMP
294,ianjamesparsley,1,0,1,6669,0,6669,0,0,0,0,153,4.70E-05,3.20E-05,0,0,293,0,0.005761,geraldvjuk
295,kazweerocket,1,0,1,893,0,893,0,0,0,0,153,4.70E-05,3.20E-05,0,0,292,0,0.005761,RhonddaPlaid
296,PooPrintsUK,1,0,1,2789,0,2789,0,0,0,0,153,4.70E-05,3.20E-05,0,0,291,0,0.005761,KarenClydach
297,autimodo,1,0,1,466,0,466,0,0,0,0,153,4.70E-05,3.20E-05,0,0,290,0,0.005761,JesmondDan
298,AllianceLGBT,1,0,1,910,0,910,0,0,0,0,153,4.70E-05,3.20E-05,0,0,289,0,0.005761,JamesDuddridge
299,MilesGrindey,0,24,24,0,142888,142888,1,1,1,0,13,4.60E-05,0,0.002963,0,381,0,0,PhilipHammondUK
300,fionajharvey,1,0,1,36980,0,36980,0,0,0,0,13,4.80E-05,0.000213,0,0,380,0,0.005761,RLong_Bailey
301,KatGWords,1,0,1,21,0,21,0,0,0,0,13,4.80E-05,0.000213,0,0,379,0,0.005761,paulsample2020
302,BeadArtist1,2,0,2,76970,0,76970,0,0,0,0,13,4.90E-05,0.001161,0,0,378,0,0.011522,MPphilwilson
303,YahyaYayoHassan,1,0,1,2738,0,2738,0,0,0,0,13,4.80E-05,0.000213,0,0,377,0,0.005761,PaulBlomfieldMP
304,doug_tandy,1,0,1,2359,0,2359,0,0,0,0,13,4.80E-05,0.000213,0,0,376,0,0.005761,nick_clegg
305,cwalshUK,2,0,2,2083,0,2083,0,0,0,0,38,4.90E-05,0.001013,0,0,375,0,0.011522,HannahFAbbey
306,FareGosGreen,2,0,2,3237,0,3237,0,0,0,0,13,5.80E-05,0.000214,0,0,374,0,0.011522,markblackburn
307,shelaghas,3,0,3,725,0,725,0,0,0,0,85,5.10E-05,0.005392,0,0,373,0,0.017283,RobPearson_1
308,MPHerChoice,11,0,11,6457,0,6457,0,0,0,0,5,8.50E-05,0.00126,0,0,372,0,0.072094,catherinerowett
309,nikkilouise90,1,0,1,624,0,624,0,0,0,0,13,4.80E-05,0.000213,0,0,371,0,0.005761,SeemaKennedy
310,orchid_b,2,0,2,2275,0,2275,0,0,0,0,5,5.60E-05,0.000244,0,0,370,0,0.015172,GitanjaliG
311,nikolajbredvig,27,0,27,56281,0,56281,0,0,0,0,8,0.000121,0.01851,0,0,369,0,0.172994,emmabishton
312,RobYeldham,8,0,8,34065,0,34065,0,0,0,0,13,7.30E-05,0.000741,0,0,368,0,0.053388,Socialistsmithy
313,QuantumMessage,1,0,1,95,0,95,0,0,0,0,13,4.80E-05,0.000213,0,0,367,0,0.005761,Laura_Pictor
314,Helenj46,1,0,1,299,0,299,0,0,0,0,13,4.80E-05,0.000213,0,0,366,0,0.005761,stevedouble
315,KingsmeadMrT,15,0,15,17899,0,17899,0,0,0,0,41,9.10E-05,0.008832,0,0,365,0,0.090066,ConorMcGinn
316,dalegoodridge,1,0,1,10991,0,10991,0,0,0,0,13,4.80E-05,0.000213,0,0,364,0,0.005761,ThomasMorrison
317,YoungGreenParty,2,0,2,34845,0,34845,0,0,0,0,13,5.30E-05,0.000217,0,0,363,0,0.011522,JeremyLefroy
318,BHGreens,2,0,2,30200,0,30200,0,0,0,0,13,5.00E-05,0.000355,0,0,362,0,0.017461,DaveMazzJones
319,ht4ecosocialism,8,0,8,27061,0,27061,0,0,0,0,12,6.80E-05,0.000613,0,0,361,0,0.056822,pete4stour
320,larmyr10,1,0,1,89,0,89,0,0,0,0,13,4.80E-05,0.000213,0,0,360,0,0.005761,Strangfordgreen
321,setarling,2,0,2,669,0,669,0,0,0,0,85,5.10E-05,0.000215,0,0,359,0,0.011522,sw16alex
322,chasingtailsx,1,0,1,109,0,109,0,0,0,0,13,4.80E-05,0.000213,0,0,358,0,0.005761,NiallHodson
323,joerichards,2,5,7,1388,17500,18888,1,1,1,10,75,5.10E-05,4.80E-05,0.000102,0,386,0,0.011522,amnajahmad
324,Tobbes73,1,0,1,1776,0,1776,0,0,0,0,75,5.50E-05,7.00E-06,0,0,385,0,0.013061,GeraintDaviesMP
325,Ivlietx,1,0,1,2714,0,2714,0,0,0,0,75,5.50E-05,7.00E-06,0,0,384,0,0.013061,PatmccarthyPat
326,RTaylor_LibDem,12,0,12,83400,0,83400,0,0,0,0,75,8.00E-05,0.001386,0,0,65,0,0.091032,MartinBrampton
327,geoffrichards1,1,0,1,6370,0,6370,0,0,0,0,75,5.50E-05,7.00E-06,0,0,383,0,0.013061,vincecable
328,jen725,1,0,1,1428,0,1428,0,0,0,0,75,5.50E-05,7.00E-06,0,0,382,0,0.013061,katherinedunne
329,GillFurnissMP,0,50,50,0,47940,47940,1,1,1,0,160,4.60E-05,0,0.004293,0,435,0,0,wgwynwilliams
330,Vbranch97,1,0,1,63,0,63,0,0,0,0,160,4.70E-05,0.000308,0,0,434,0,0.005761,LiverLibDems
331,NickJohnW,1,0,1,727,0,727,0,0,0,0,160,4.70E-05,0.000308,0,0,433,0,0.005761,aliciaclarke27
332,TheBints,1,0,1,342,0,342,0,0,0,0,160,4.70E-05,0.000308,0,0,432,0,0.005761,lisanandy
333,julianswainson,1,0,1,1430,0,1430,0,0,0,0,160,4.70E-05,0.000308,0,0,431,0,0.005761,jackielibdem
334,SandieDawg,1,0,1,42,0,42,0,0,0,0,160,4.70E-05,0.000308,0,0,430,0,0.005761,AdamAfriyie
335,leftwingsright,1,0,1,1148,0,1148,0,0,0,0,160,4.70E-05,0.000308,0,0,429,0,0.005761,CllrCliveJones
336,bikerblade13,1,0,1,320,0,320,0,0,0,0,160,4.70E-05,0.000308,0,0,428,0,0.005761,Mark4WyreForest
337,iqbal_mazher,1,0,1,2324,0,2324,0,0,0,0,160,4.70E-05,0.000308,0,0,427,0,0.005761,RachaelMaskell
338,JLGLawStudent,1,0,1,455,0,455,0,0,0,0,160,4.70E-05,0.000308,0,0,426,0,0.005761,Emily4Aberconwy
339,cdemarkjones,1,0,1,108,0,108,0,0,0,0,160,4.70E-05,0.000308,0,0,425,0,0.005761,wilsjen
340,CityCounc,2,0,2,327,0,327,0,0,0,0,160,4.80E-05,0.001046,0,0,424,0,0.011522,DanJarvisMP
341,impmarty,1,0,1,160,0,160,0,0,0,0,160,4.70E-05,0.000308,0,0,423,0,0.005761,AEuropeanBrit
342,reload_refresh,2,0,2,2326,0,2326,0,0,0,0,160,4.80E-05,0.001046,0,0,422,0,0.011522,LD4Bassetlaw
343,robertmurtagh1,1,0,1,954,0,954,0,0,0,0,160,4.70E-05,0.000308,0,0,421,0,0.005761,GerryCarrollPBP
344,kat_hy1,3,0,3,4665,0,4665,0,0,0,0,160,4.90E-05,0.001203,0,0,420,0,0.017283,jpkemp94
345,bobggriffith,3,0,3,1259,0,1259,0,0,0,0,160,4.90E-05,0.001257,0,0,419,0,0.017283,BNP_Bexley
346,redpanda1961,2,0,2,1398,0,1398,0,0,0,0,160,4.80E-05,0.001046,0,0,418,0,0.011522,ColinGreenLD
347,Mac_Dhomhnaill,6,0,6,2659,0,2659,0,0,0,0,56,6.20E-05,0.000659,0,0,417,0,0.034567,steve_mccabe
348,AngelaW49888140,1,0,1,5406,0,5406,0,0,0,0,160,4.70E-05,0.000308,0,0,416,0,0.005761,PaulMaynardUK
349,Cazzania53,1,0,1,156,0,156,0,0,0,0,160,4.70E-05,0.000308,0,0,415,0,0.005761,Kiwi317
350,gailmarr10,1,0,1,1679,0,1679,0,0,0,0,160,4.70E-05,0.000308,0,0,414,0,0.005761,ConorBurnsUK
351,barbara_knee,1,0,1,1023,0,1023,0,0,0,0,160,4.70E-05,0.000308,0,0,413,0,0.005761,dave4bmthwest
352,TinsleyTingas,1,0,1,216,0,216,0,0,0,0,160,4.70E-05,0.000308,0,0,412,0,0.005761,mgjewellLD
353,SGBS16,1,0,1,119,0,119,0,0,0,0,160,4.70E-05,0.000308,0,0,411,0,0.005761,GeorgePBGrant
354,maurlind,2,0,2,3540,0,3540,0,0,0,0,160,4.90E-05,0.000409,0,0,410,0,0.011522,bradfordgreens
355,MomentumSheff,2,0,2,4374,0,4374,0,0,0,0,160,4.80E-05,0.001046,0,0,409,0,0.011522,SalmaYaqoob
356,jpjanson,4,0,4,18412,0,18412,0,0,0,0,63,5.00E-05,0.015241,0,0,408,0,0.026694,Ameet_Jogia
357,rjd_crowther,2,0,2,1067,0,1067,0,0,0,0,5,5.70E-05,0.000314,0,0,407,0,0.011522,GarethPBarrett
358,Jacquel29980654,1,0,1,12,0,12,0,0,0,0,160,4.70E-05,0.000308,0,0,406,0,0.005761,lloyd_rm
359,mark4burngreave,1,0,1,476,0,476,0,0,0,0,160,4.70E-05,0.000308,0,0,405,0,0.005761,FrancoisLoi
360,carolinbarnsley,1,0,1,607,0,607,0,0,0,0,160,4.70E-05,0.000308,0,0,404,0,0.005761,jamckier
361,stirber,2,0,2,236,0,236,0,0,0,0,160,4.90E-05,0.000335,0,0,403,0,0.011522,Jochurchill4
362,kayblackwell,1,0,1,272,0,272,0,0,0,0,160,4.70E-05,0.000308,0,0,402,0,0.005761,SWEValleys
363,JaynePDunn,1,0,1,2113,0,2113,0,0,0,0,160,4.70E-05,0.000308,0,0,401,0,0.005761,WayneDavid_MP
364,nataliefaulkner,1,0,1,937,0,937,0,0,0,0,160,4.70E-05,0.000308,0,0,400,0,0.005761,DrJohnHayward
365,sarahhilly,1,0,1,241,0,241,0,0,0,0,160,4.70E-05,0.000308,0,0,399,0,0.005761,Dadgey
366,Xrayspoons,5,0,5,1743,0,1743,0,0,0,0,57,5.30E-05,0.002726,0,0,398,0,0.028805,as_penarth
367,Timewalkproject,2,0,2,10590,0,10590,0,0,0,0,160,4.80E-05,0.001046,0,0,397,0,0.011522,Emina_ibrahim
368,Mark72stafford,1,0,1,66,0,66,0,0,0,0,160,4.70E-05,0.000308,0,0,396,0,0.005761,mmaxwellscott
369,nealeggibson,1,0,1,2333,0,2333,0,0,0,0,160,4.70E-05,0.000308,0,0,395,0,0.005761,JoeCookeLabour
370,floranray,1,0,1,1262,0,1262,0,0,0,0,160,4.70E-05,0.000308,0,0,394,0,0.005761,bigbuzzard
371,punkchef41,1,0,1,677,0,677,0,0,0,0,160,4.70E-05,0.000308,0,0,393,0,0.005761,seankellywalsh
372,uncleodders,1,0,1,52,0,52,0,0,0,0,160,4.70E-05,0.000308,0,0,392,0,0.005761,MaryRobinson01
373,andrewyeardley,1,0,1,223,0,223,0,0,0,0,160,4.70E-05,0.000308,0,0,391,0,0.005761,vickyford
374,ali_faceache1,1,0,1,1441,0,1441,0,0,0,0,160,4.70E-05,0.000308,0,0,390,0,0.005761,Louise_Rowntree
375,clareturnerhome,1,0,1,49,0,49,0,0,0,0,160,4.70E-05,0.000308,0,0,389,0,0.005761,ChichesterUKIP
376,corollo,1,0,1,374,0,374,0,0,0,0,160,4.70E-05,0.000308,0,0,388,0,0.005761,mikefcox
377,Ciz41,7,0,7,1599,0,1599,0,0,0,0,65,5.40E-05,0.003415,0,0,387,0,0.040328,DisgruntledRad
378,johnpotterLD,0,13,13,0,47689,47689,2,0.740741,0.825,0,9,4.60E-05,0,0.000932,0,454,0,0,hgaffney48
379,sound_of_sirens,10,0,10,10418,0,10418,0,0,0,0,57,8.20E-05,0.000768,0,0,453,0,0.062683,Greens4CV
380,rabbithedge,1,0,1,370,0,370,0,0,0,0,9,4.90E-05,6.70E-05,0,0,452,0,0.005761,AnnClwyd
381,PrestonLibDems,2,0,2,768,0,768,0,0,0,0,9,5.20E-05,0.000129,0,0,451,0,0.011522,peterjharris66
382,billymac187,1,0,1,899,0,899,0,0,0,0,9,4.90E-05,6.70E-05,0,0,450,0,0.005761,CouncillorLes
383,georgewpotter,3,0,3,3224,0,3224,0,0,0,0,75,5.40E-05,0.000216,0,0,449,0,0.020933,natashamillward
384,rosewoodpet,1,0,1,8531,0,8531,0,0,0,0,9,4.90E-05,6.70E-05,0,0,448,0,0.005761,JonBall
385,Fareeha786,8,0,8,244067,0,244067,0,0,0,0,9,6.10E-05,0.010282,0,0,447,0,0.057038,VirendraSharma
386,Steve_Tiernan,1,0,1,353,0,353,0,0,0,0,9,4.90E-05,6.70E-05,0,0,446,0,0.005761,Caroline_Ansell
387,hiyerjayne,1,0,1,195,0,195,0,0,0,0,9,4.90E-05,6.70E-05,0,0,445,0,0.005761,FoysolChoudhury
388,55borntoolate,1,0,1,506,0,506,0,0,0,0,9,4.90E-05,6.70E-05,0,0,444,0,0.005761,jon_whitehouse
389,StephenMullen,2,0,2,7608,0,7608,0,0,0,0,75,5.20E-05,0.000129,0,0,443,0,0.011522,ErewashGreen
390,mgjewellLD,1,7,8,441,27882,28323,1,1,1,7,75,4.90E-05,6.70E-05,0.000432,0,442,0,0.005761,DavidIons
391,LibDemFrance,11,0,11,49845,0,49845,0,0,0,0,75,7.40E-05,0.000991,0,0,436,0,0.068444,noreen_campbell
392,_Peacocks_,0,3,3,0,6639,6639,1,1,1,0,2,4.60E-05,0,0,1,458,0,0,telliott_UUP
393,outercircles,1,0,1,3189,0,3189,0,0,0,0,2,5.90E-05,0,0,1,457,0,0.005761,LynneBeaumont
394,brianedoherty08,1,0,1,178,0,178,0,0,0,0,2,5.90E-05,0,0,1,456,0,0.005761,MatthewJC93
395,andyreevo,1,0,1,3272,0,3272,0,0,0,0,2,5.90E-05,0,0,1,455,0,0.005761,GlasgowPam
396,mikejwood,0,23,23,0,91711,91711,3,0.525714,0.599638,0,57,4.60E-05,0,0.082209,0,551,0.009881,0,BenDC_
397,PetroNicolaides,13,0,13,31995,0,31995,0,0,0,0,3,7.20E-05,0.039234,0,0,468,0.032051,0.13427,alanejdurrant
398,dudleysouth,1,0,1,436,0,436,0,0,0,0,57,4.80E-05,0.005901,0,0,550,0,0.005761,Byron_Davies
399,Sandwell_Chron,1,0,1,1754,0,1754,0,0,0,0,57,4.80E-05,0.005901,0,0,549,0,0.005761,HowardWilliamEv
400,jaybrass73,1,0,1,285,0,285,0,0,0,0,57,4.80E-05,0.005901,0,0,548,0,0.005761,GraveshamGP
401,BHillCivic,1,0,1,727,0,727,0,0,0,0,57,4.80E-05,0.005901,0,0,547,0,0.005761,ZoeFranklinLD
402,tory_zone,141,0,141,1234365,0,1234365,0,0,0,0,3,0.000315,0.814329,0,0,512,0.001317,1,JHowellUK
403,FriseSally,7,0,7,40272,0,40272,0,0,0,0,57,6.10E-05,0.031391,0,0,546,0,0.051277,markargentLibDe
404,RobertWinfield2,33,0,33,540038,0,540038,0,0,0,0,3,0.000134,0.05962,0,0,545,0,0.244594,steasap
405,TTConservative2,16,0,16,20830,0,20830,0,0,0,0,3,7.20E-05,0.06049,0,0,473,0.008333,0.135474,BimAfolami
406,mairedotlowe,3,0,3,2474,0,2474,0,0,0,0,28,5.40E-05,0.006764,0,0,544,0.166667,0.029377,UKIPWebb4London
407,andythebaggie,1,0,1,277,0,277,0,0,0,0,57,4.80E-05,0.005901,0,0,543,0,0.005761,PaulEdgeworth
408,Mike_Fabricant,2,0,2,58069,0,58069,0,0,0,0,57,4.90E-05,0.014338,0,0,463,0.5,0.023616,Phelimmac
409,YMCA_BC,1,0,1,1538,0,1538,0,0,0,0,57,4.80E-05,0.005901,0,0,542,0,0.005761,JDjanogly
410,CouncillorLes,1,17,18,1201,13899,15100,1,1,1,15.5,3,4.80E-05,0.005901,0.007785,0,541,0.003268,0.005761,CambridgeMagpie
411,Panthicmatters,1,0,1,780,0,780,0,0,0,0,57,4.80E-05,0.005901,0,0,525,0,0.005761,ChrisChapman86
412,StourSpeakers,1,0,1,608,0,608,0,0,0,0,57,4.80E-05,0.005901,0,0,524,0,0.005761,charlotte4ippy
413,SueDavies7of9,1,0,1,805,0,805,0,0,0,0,57,4.80E-05,0.005901,0,0,523,0,0.005761,sandyofipswich
414,William230616,1,0,1,2942,0,2942,0,0,0,0,57,4.80E-05,0.005901,0,0,522,0,0.005761,DarrenDJJones
415,margot_james_mp,3,44,47,56585,132799,189384,2,0.805556,0.87931,223.5,57,5.10E-05,0.016357,0.117539,0,521,0.0037,0.020933,richdick
416,IanGould5,4,0,4,11020,0,11020,0,0,0,0,3,5.30E-05,0.018938,0,0,462,0,0.023044,MickScrimshaw
417,kharrison_star,1,0,1,3418,0,3418,0,0,0,0,57,4.80E-05,0.005901,0,0,461,0,0.005761,christinemackay
418,mimsdavies,2,0,2,13101,0,13101,0,0,0,0,57,4.90E-05,0.007098,0,0,460,0,0.011522,AngelaCrawley30
419,BarnardSteve,2,0,2,2351,0,2351,0,0,0,0,104,5.10E-05,0.005943,0,0,459,0,0.011522,CatSmithMP
420,TommySheppard,0,38,38,0,212150,212150,1,1,1,0,104,4.60E-05,0,0.003186,0,589,0,0,garethmdaviesuk
421,newssnp,13,0,13,920117,0,920117,0,0,0,0,104,7.30E-05,0.001826,0,0,588,0,0.078544,alexsobel
422,jamborab51,2,0,2,282,0,282,0,0,0,0,104,4.90E-05,0.000282,0,0,587,0,0.011522,JoPlattMP
423,SNP_tweets,18,0,18,362249,0,362249,0,0,0,0,104,8.20E-05,0.001642,0,0,586,0,0.1037,KellyMarieLD
424,susan_bell1212,5,0,5,25942,0,25942,0,0,0,0,104,5.20E-05,0.000634,0,0,585,0,0.032455,ChrisWorsey
425,Brown666W,2,0,2,6918,0,6918,0,0,0,0,104,4.80E-05,0.000324,0,0,584,0,0.011522,CKConservative
426,IsThisAB0t,20,0,20,138025,0,138025,0,0,0,0,104,9.20E-05,0.00328,0,0,583,0.002632,0.118872,HelenGrantMP
427,30SNP2015,1,0,1,504,0,504,0,0,0,0,104,4.70E-05,0.000229,0,0,582,0,0.005761,EdwardsEconomy
428,SNPwindaes,4,0,4,13802,0,13802,0,0,0,0,104,5.10E-05,0.00049,0,0,581,0,0.023044,rachaelashah
