Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,Authority,Hub,componentnumber,strongcompnum,clustering,eigencentrality
Davina4PCC,,,1,0,1,130,0,130,0,0,0,0,22,0.000047,0.000347,0,0,14379,0,0.005761
wilkinson1ps,,,2,0,2,1012,0,1012,0,0,0,0,0,0.000048,0.001546,0,0,14378,0,0.011522
JaneRodgerHR,,,1,0,1,198,0,198,0,0,0,0,22,0.000047,0.000347,0,0,14377,0,0.005761
Bigkingy,,,1,0,1,634,0,634,0,0,0,0,22,0.000047,0.000347,0,0,14376,0,0.005761
jerrixthecat,,,1,0,1,12,0,12,0,0,0,0,22,0.000047,0.000347,0,0,14375,0,0.005761
TCVRichmondGG,,,1,0,1,224,0,224,0,0,0,0,22,0.000047,0.000347,0,0,14374,0,0.005761
CinemaCityNrw,,,1,0,1,10849,0,10849,0,0,0,0,22,0.000047,0.000347,0,0,14373,0,0.005761
joanneledkingm1,,,1,0,1,41,0,41,0,0,0,0,22,0.000047,0.000347,0,0,14372,0,0.005761
Daveyboy89,,,1,0,1,1714,0,1714,0,0,0,0,22,0.000047,0.000347,0,0,14371,0,0.005761
ProfJCharmley,,,1,0,1,9628,0,9628,0,0,0,0,3,0.000049,0.00091,0,0,11813,0,0.009411
tomthetory,,,2,0,2,1842,0,1842,0,0,0,0,0,0.00005,0.002109,0,0,11812,0,0.015172
lileychristine,,,1,0,1,60,0,60,0,0,0,0,3,0.000049,0.00091,0,0,11811,0,0.009411
davidhughjones,,,1,0,1,248,0,248,0,0,0,0,3,0.000049,0.00091,0,0,11810,0,0.009411
antonylittle,,,1,0,1,1495,0,1495,0,0,0,0,3,0.000049,0.00091,0,0,11809,0,0.009411
reece_durrant_,,,1,0,1,652,0,652,0,0,0,0,3,0.000049,0.00091,0,0,11808,0,0.009411
KirstyJonesNGP,,,0,12,12,0,119724,119724,1,1,1,0,5,0.000046,0,0.000549,0,14411,0,0
samcase77,,,1,0,1,481,0,481,0,0,0,0,5,0.000049,0.000039,0,0,14410,0,0.005761
duncanjdavis,,,1,0,1,1680,0,1680,0,0,0,0,5,0.000049,0.000039,0,0,14409,0,0.005761
karenjardine3,,,1,0,1,410,0,410,0,0,0,0,5,0.000049,0.000039,0,0,14408,0,0.005761
TLOCK051,,,1,0,1,133,0,133,0,0,0,0,5,0.000049,0.000039,0,0,14407,0,0.005761
womensaid,,,1,0,1,100504,0,100504,0,0,0,0,5,0.000049,0.000039,0,0,14406,0,0.005761
Patrici05956479,,,4,0,4,320,0,320,0,0,0,0,166,0.000068,0.000061,0,0,14405,0,0.023044
nottsgreenparty,,,2,0,2,4021,0,4021,0,0,0,0,60,0.000052,0.000048,0,0,14404,0,0.021667
morrisfindley,,,1,0,1,437,0,437,0,0,0,0,5,0.000049,0.000039,0,0,14403,0,0.005761
ANorrisMP,,,0,14,14,0,28567,28567,1,1,1,0,6,0.000046,0,0.007263,0,14420,0,0
davidsas75,,,1,0,1,148,0,148,0,0,0,0,6,0.000049,0.000521,0,0,14419,0,0.005761
NottsMomentum,,,1,0,1,638,0,638,0,0,0,0,6,0.000049,0.000521,0,0,14418,0,0.005761
bulwellforestga,,,1,0,1,813,0,813,0,0,0,0,6,0.000049,0.000521,0,0,14417,0,0.005761
ParlStreet,,,1,0,1,13122,0,13122,0,0,0,0,6,0.000049,0.000521,0,0,14416,0,0.005761
trickytrees12,,,1,0,1,241,0,241,0,0,0,0,6,0.000049,0.000521,0,0,14415,0,0.005761
NicoleCee_XOX_,,,1,0,1,60,0,60,0,0,0,0,6,0.000049,0.000521,0,0,14414,0,0.005761
DanielG19447528,,,1,0,1,242,0,242,0,0,0,0,6,0.000049,0.000521,0,0,14413,0,0.005761
EalesColleen,,,1,0,1,317,0,317,0,0,0,0,6,0.000049,0.000521,0,0,14412,0,0.005761
Marcus4Nuneaton,,,0,16,16,0,15048,15048,1,1,1,0,3,0.000046,0,0.005677,0,14432,0,0
Tomporter_13,,,1,0,1,98,0,98,0,0,0,0,3,0.000049,0.000408,0,0,14431,0,0.005761
jackbartlam_,,,1,0,1,855,0,855,0,0,0,0,3,0.000049,0.000408,0,0,14430,0,0.005761
LoveNuneaton,,,2,0,2,9018,0,9018,0,0,0,0,3,0.000053,0.00041,0,0,14429,0,0.011522
cu54sions,,,1,0,1,78,0,78,0,0,0,0,3,0.000049,0.000408,0,0,14428,0,0.005761
JanMjkirby,,,1,0,1,384,0,384,0,0,0,0,3,0.000049,0.000408,0,0,14427,0,0.005761
dangissane,,,1,0,1,2914,0,2914,0,0,0,0,3,0.000049,0.000408,0,0,14426,0,0.005761
CllrAlanRebeiro,,,1,0,1,540,0,540,0,0,0,0,3,0.000049,0.000408,0,0,14425,0,0.005761
NuneatonMatters,,,1,0,1,910,0,910,0,0,0,0,3,0.000049,0.000408,0,0,14424,0,0.005761
Cllr_EyreAW,,,2,0,2,392,0,392,0,0,0,0,63,0.000051,0.000723,0,0,14423,0,0.011522
NeilYewman,,,2,0,2,118,0,118,0,0,0,0,111,0.000049,0.006048,0,0,14422,0,0.011522
jasonashby,,,1,0,1,147,0,147,0,0,0,0,3,0.000049,0.000408,0,0,14421,0,0.005761
JBrokenshire,,,0,28,28,0,102990,102990,1,1,1,0,111,0.000046,0,0.017176,0,14449,0,0
DrLoguey,,,1,0,1,33,0,33,0,0,0,0,111,0.000048,0.001233,0,0,14448,0,0.005761
VoucherSeeker1,,,1,0,1,101,0,101,0,0,0,0,111,0.000048,0.001233,0,0,14447,0,0.005761
ChillieC,,,1,0,1,66,0,66,0,0,0,0,111,0.000048,0.001233,0,0,14446,0,0.005761
davekibby,,,1,0,1,254,0,254,0,0,0,0,111,0.000048,0.001233,0,0,14445,0,0.005761
rottenjohnny62,,,1,0,1,192,0,192,0,0,0,0,111,0.000048,0.001233,0,0,14444,0,0.005761
TrippBraden,,,2,0,2,53081,0,53081,0,0,0,0,111,0.000049,0.001989,0,0,14443,0,0.011522
IMthebanjoboy,,,1,0,1,3692,0,3692,0,0,0,0,111,0.000048,0.001233,0,0,14442,0,0.005761
brianguitar,,,1,0,1,1540,0,1540,0,0,0,0,111,0.000048,0.001233,0,0,14441,0,0.005761
NITODAY,,,1,0,1,4316,0,4316,0,0,0,0,111,0.000048,0.001233,0,0,14440,0,0.005761
JoMarie357,,,1,0,1,586,0,586,0,0,0,0,111,0.000048,0.001233,0,0,14439,0,0.005761
Alichat66,,,1,0,1,5125,0,5125,0,0,0,0,111,0.000048,0.001233,0,0,14438,0,0.005761
RJTaskerDXB,,,1,0,1,902,0,902,0,0,0,0,111,0.000048,0.001233,0,0,14437,0,0.005761
DeanJones297,,,1,0,1,453,0,453,0,0,0,0,111,0.000048,0.001233,0,0,14436,0,0.005761
SteveAMiddleton,,,1,0,1,132,0,132,0,0,0,0,111,0.000048,0.001233,0,0,14435,0,0.005761
SidcupEstAgent,,,1,0,1,2594,0,2594,0,0,0,0,111,0.000048,0.001233,0,0,14434,0,0.005761
ChisTownTeam,,,1,0,1,2139,0,2139,0,0,0,0,111,0.000048,0.001233,0,0,14433,0,0.005761
nicolablackwood,,,0,17,17,0,514873,514873,1,1,1,0,49,0.000046,0,0.004368,0,14460,0,0
Visit_Abingdon,,,1,0,1,952,0,952,0,0,0,0,49,0.000049,0.000313,0,0,14459,0,0.005761
Stjohndickson,,,1,0,1,129,0,129,0,0,0,0,49,0.000049,0.000313,0,0,14458,0,0.005761
MrKJV,,,1,0,1,214,0,214,0,0,0,0,49,0.000049,0.000313,0,0,14457,0,0.005761
AWC_TECH,,,1,0,1,223,0,223,0,0,0,0,49,0.000049,0.000313,0,0,14456,0,0.005761
colin_dingwall,,,1,0,1,217,0,217,0,0,0,0,49,0.000049,0.000313,0,0,14455,0,0.005761
MCTOxon,,,1,0,1,685,0,685,0,0,0,0,49,0.000049,0.000313,0,0,14454,0,0.005761
SonOfOXON,,,1,0,1,653,0,653,0,0,0,0,49,0.000049,0.000313,0,0,14453,0,0.005761
RayALLFED,,,1,0,1,353,0,353,0,0,0,0,49,0.000049,0.000313,0,0,14452,0,0.005761
Neil_Prestidge,,,1,0,1,100,0,100,0,0,0,0,49,0.000049,0.000313,0,0,14451,0,0.005761
littlemisscoul,,,1,0,1,300,0,300,0,0,0,0,49,0.000049,0.000313,0,0,14450,0,0.005761
angelasmithmp,,,0,4,4,0,9820,9820,1,1,1,0,5,0.000046,0,0.000081,0,14463,0,0
SimonWPatterson,,,2,0,2,5671,0,5671,0,0,0,0,5,0.000057,0.000745,0,0,14462,0,0.011522
lesley_62974,,,1,0,1,846,0,846,0,0,0,0,5,0.000056,0.000006,0,0,14461,0,0.005761
dougilawson,,,1,9,10,264,28291,28555,1,1,1,0,5,0.000046,0,0.000218,0,14469,0.111111,0.010833
Clare54519620,,,1,0,1,88,0,88,0,0,0,0,5,0.000051,0.000016,0,0,14468,0,0.010833
aftabgujral,,,1,0,1,1720,0,1720,0,0,0,0,5,0.000051,0.000016,0,0,14467,0,0.010833
NotJustLakes,,,1,0,1,11849,0,11849,0,0,0,0,5,0.000051,0.000016,0,0,14466,0,0.010833
BowenThevalerie,,,1,0,1,384,0,384,0,0,0,0,5,0.000051,0.000016,0,0,14465,0,0.010833
Lozza_Mc,,,1,0,1,282,0,282,0,0,0,0,5,0.000051,0.000016,0,0,14464,0,0.010833
CllrPeterBarret,,,0,24,24,0,74392,74392,1,1,1,0,43,0.000046,0,0.001186,0,14479,0,0
Sadie44689664,,,1,0,1,27,0,27,0,0,0,0,43,0.000048,0.000085,0,0,14478,0,0.005761
nowayjomo,,,1,0,1,2121,0,2121,0,0,0,0,43,0.000048,0.000085,0,0,14477,0,0.005761
cajardineMP,,,1,0,1,4769,0,4769,0,0,0,0,43,0.000048,0.000085,0,0,14476,0,0.005761
davidnisbet87,,,1,0,1,1748,0,1748,0,0,0,0,43,0.000048,0.000085,0,0,14475,0,0.005761
murray_daisy,,,1,0,1,242,0,242,0,0,0,0,43,0.000048,0.000085,0,0,14474,0,0.005761
eleanakk,,,1,0,1,435,0,435,0,0,0,0,43,0.000048,0.000085,0,0,14473,0,0.005761
fionahayes,,,1,0,1,757,0,757,0,0,0,0,43,0.000048,0.000085,0,0,14472,0,0.005761
Alisdairgilbert,,,2,0,2,1205,0,1205,0,0,0,0,43,0.00005,0.00014,0,0,14471,0,0.011522
TrebligF,,,2,0,2,204,0,204,0,0,0,0,43,0.00005,0.00014,0,0,14470,0,0.011522
FflurElin,,,0,27,27,0,75680,75680,1,1,1,0,60,0.000046,0,0.000475,0,14499,0,0
awenior,,,1,0,1,1626,0,1626,0,0,0,0,60,0.000048,0.000034,0,0,14498,0,0.005761
con_news,,,1,0,1,1962,0,1962,0,0,0,0,60,0.000048,0.000034,0,0,14497,0,0.005761
rylan7,,,1,0,1,793,0,793,0,0,0,0,60,0.000048,0.000034,0,0,14496,0,0.005761
paulj1369,,,1,0,1,352,0,352,0,0,0,0,60,0.000048,0.000034,0,0,14495,0,0.005761
ElinHywel,,,1,0,1,173,0,173,0,0,0,0,60,0.000048,0.000034,0,0,14494,0,0.005761
rachaelcochlin,,,1,0,1,690,0,690,0,0,0,0,60,0.000048,0.000034,0,0,14493,0,0.005761
PlaidPontypridd,,,1,0,1,2648,0,2648,0,0,0,0,60,0.000048,0.000034,0,0,14492,0,0.005761
PlaidTonyrefail,,,1,0,1,7112,0,7112,0,0,0,0,60,0.000048,0.000034,0,0,14491,0,0.005761
ATHE1STP0WER,,,1,0,1,16172,0,16172,0,0,0,0,60,0.000048,0.000034,0,0,14490,0,0.005761
PollyLlwyn,,,1,0,1,572,0,572,0,0,0,0,60,0.000048,0.000034,0,0,14489,0,0.005761
Ioanbellin,,,1,0,1,5348,0,5348,0,0,0,0,60,0.000048,0.000034,0,0,14488,0,0.005761
Heledd_Plaid,,,1,0,1,325,0,325,0,0,0,0,60,0.000048,0.000034,0,0,14487,0,0.005761
SaraJenDafis,,,1,0,1,674,0,674,0,0,0,0,60,0.000048,0.000034,0,0,14486,0,0.005761
paulwill10124,,,1,0,1,235,0,235,0,0,0,0,60,0.000048,0.000034,0,0,14485,0,0.005761
mjpb5,,,1,0,1,373,0,373,0,0,0,0,60,0.000048,0.000034,0,0,14484,0,0.005761
GarethClubb,,,1,0,1,1251,0,1251,0,0,0,0,60,0.000048,0.000034,0,0,14483,0,0.005761
Mici_Plwm,,,2,0,2,2681,0,2681,0,0,0,0,60,0.00005,0.000039,0,0,14482,0,0.011522
Dannyractor,,,1,0,1,2396,0,2396,0,0,0,0,60,0.000048,0.000034,0,0,14481,0,0.005761
utilly,,,1,0,1,104,0,104,0,0,0,0,60,0.000048,0.000034,0,0,14480,0,0.005761
bobkilmister,,,0,8,8,0,6880,6880,1,1,1,0,75,0.000046,0,0.000367,0,14507,0,0
twitamquala1984,,,1,0,1,40,0,40,0,0,0,0,75,0.000051,0.000026,0,0,14506,0,0.005761
Bungeeoff,,,1,0,1,766,0,766,0,0,0,0,75,0.000051,0.000026,0,0,14505,0,0.005761
mrspatwilliams1,,,1,0,1,43,0,43,0,0,0,0,75,0.000051,0.000026,0,0,14504,0,0.005761
wmhjames,,,1,0,1,92,0,92,0,0,0,0,75,0.000051,0.000026,0,0,14503,0,0.005761
tekcymru,,,1,0,1,621,0,621,0,0,0,0,75,0.000051,0.000026,0,0,14502,0,0.005761
MikeCambrian,,,1,0,1,1884,0,1884,0,0,0,0,75,0.000051,0.000026,0,0,14501,0,0.005761
Krys2549,,,1,0,1,1948,0,1948,0,0,0,0,75,0.000051,0.000026,0,0,14500,0,0.005761
CarmsMuseums,,,1,0,1,12834,0,12834,0,0,0,0,5,0.000051,0.000113,0,0,9957,0,0.009411
ahdamnsoper,,,1,0,1,505,0,505,0,0,0,0,5,0.000051,0.000113,0,0,9956,0,0.009411
Annas_paintings,,,1,0,1,21830,0,21830,0,0,0,0,5,0.000051,0.000113,0,0,9955,0,0.009411
danielmetcalf95,,,1,0,1,471,0,471,0,0,0,0,5,0.000051,0.000113,0,0,9954,0,0.009411
SteveWaters1969,,,1,0,1,123,0,123,0,0,0,0,5,0.000051,0.000113,0,0,9953,0,0.009411
MpHendrick,,,0,26,26,0,106957,106957,1,1,1,0,91,0.000046,0,0.011355,0,14524,0,0
andyben123,,,1,0,1,132,0,132,0,0,0,0,91,0.000048,0.000815,0,0,14523,0,0.005761
gillianabennett,,,1,0,1,302,0,302,0,0,0,0,91,0.000048,0.000815,0,0,14522,0,0.005761
Mike_Hill_LEP,,,1,0,1,745,0,745,0,0,0,0,91,0.000048,0.000815,0,0,14521,0,0.005761
FadhiYusuf,,,1,0,1,4,0,4,0,0,0,0,91,0.000048,0.000815,0,0,14520,0,0.005761
Joooooooooooba,,,1,0,1,352,0,352,0,0,0,0,91,0.000048,0.000815,0,0,14519,0,0.005761
HJJ92_,,,1,0,1,3258,0,3258,0,0,0,0,91,0.000048,0.000815,0,0,14518,0,0.005761
leponline,,,1,0,1,63696,0,63696,0,0,0,0,91,0.000048,0.000815,0,0,14517,0,0.005761
UCLanEandD,,,1,0,1,1525,0,1525,0,0,0,0,91,0.000048,0.000815,0,0,14516,0,0.005761
zarajamsin,,,1,0,1,142,0,142,0,0,0,0,91,0.000048,0.000815,0,0,14515,0,0.005761
CharlotteRose29,,,1,0,1,114,0,114,0,0,0,0,91,0.000048,0.000815,0,0,14514,0,0.005761
PhilB6vis,,,1,0,1,740,0,740,0,0,0,0,91,0.000048,0.000815,0,0,14513,0,0.005761
itsammayte,,,1,0,1,605,0,605,0,0,0,0,91,0.000048,0.000815,0,0,14512,0,0.005761
EmmausUK,,,1,0,1,7943,0,7943,0,0,0,0,91,0.000048,0.000815,0,0,14511,0,0.005761
martynrolly,,,1,0,1,1560,0,1560,0,0,0,0,91,0.000048,0.000815,0,0,14510,0,0.005761
lepdavidnowell,,,1,0,1,842,0,842,0,0,0,0,91,0.000048,0.000815,0,0,14509,0,0.005761
maria_roebuck,,,1,0,1,29,0,29,0,0,0,0,91,0.000048,0.000815,0,0,14508,0,0.005761
MercerRyanJ,,,0,24,24,0,29096,29096,2,0.772727,0.852941,0,75,0.000046,0,0.001412,0,14540,0.001812,0
humour42,,,1,0,1,1561,0,1561,0,0,0,0,75,0.000048,0.000101,0,0,14539,0,0.005761
s__lst,,,1,0,1,3177,0,3177,0,0,0,0,75,0.000048,0.000101,0,0,14538,0,0.005761
WandsworthPark,,,1,0,1,1803,0,1803,0,0,0,0,75,0.000048,0.000101,0,0,14537,0,0.005761
Lawlerlj,,,1,0,1,1490,0,1490,0,0,0,0,75,0.000048,0.000101,0,0,14536,0,0.005761
MrsPardodes,,,1,0,1,27,0,27,0,0,0,0,75,0.000048,0.000101,0,0,14535,0,0.005761
jonjalex,,,1,0,1,5286,0,5286,0,0,0,0,75,0.000048,0.000101,0,0,14534,0,0.005761
moulla,,,1,0,1,84,0,84,0,0,0,0,75,0.000048,0.000101,0,0,14533,0,0.005761
MetriKey,,,1,0,1,132,0,132,0,0,0,0,75,0.000048,0.000101,0,0,14532,0,0.005761
jposullivan,,,1,0,1,248,0,248,0,0,0,0,75,0.000048,0.000101,0,0,14531,0,0.005761
TimJonesStaffs,,,1,0,1,495,0,495,0,0,0,0,75,0.000048,0.000101,0,0,14530,0,0.005761
varunmanthri,,,1,0,1,15,0,15,0,0,0,0,75,0.000048,0.000101,0,0,14529,0,0.005761
jameshelondon,,,1,0,1,95,0,95,0,0,0,0,75,0.000048,0.000101,0,0,14528,0,0.005761
fantamanto,,,1,0,1,46,0,46,0,0,0,0,75,0.000048,0.000101,0,0,14527,0,0.005761
edkilcawley,,,1,0,1,31,0,31,0,0,0,0,75,0.000048,0.000101,0,0,14526,0,0.005761
Jane_Burston,,,1,0,1,432,0,432,0,0,0,0,75,0.000048,0.000101,0,0,14525,0,0.005761
DrJennyWoods,,,0,1,1,0,732,732,1,1,1,0,92,0.000046,0,0,44,14542,0,0
ReadingTalkies,,,1,0,1,732,0,732,0,0,0,0,92,0.000085,0,0,44,14541,0,0.005761
AllanKnox4RV,,,1,16,17,208,28409,28617,1,1,1,0,22,0.000046,0,0.000237,0,14551,0.0625,0.010833
BrexitAftermath,,,1,0,1,442,0,442,0,0,0,0,22,0.000049,0.000017,0,0,14550,0,0.010833
RingwoodUnitari,,,2,0,2,970,0,970,0,0,0,0,41,0.000052,0.00004,0,0,9336,0,0.021389
BigBayBear,,,1,0,1,2809,0,2809,0,0,0,0,22,0.000049,0.000017,0,0,14549,0,0.010833
liberal_biscuit,,,1,0,1,2,0,2,0,0,0,0,22,0.000049,0.000017,0,0,14548,0,0.010833
allanmknox,,,1,0,1,2536,0,2536,0,0,0,0,22,0.000049,0.000017,0,0,14547,0,0.010833
garymarkfuller,,,1,0,1,1508,0,1508,0,0,0,0,22,0.000049,0.000017,0,0,14546,0,0.010833
Carramundi,,,1,0,1,9,0,9,0,0,0,0,22,0.000049,0.000017,0,0,14545,0,0.010833
laurenlhenley,,,1,0,1,716,0,716,0,0,0,0,22,0.000049,0.000017,0,0,14544,0,0.010833
gabrielledayr,,,1,0,1,42,0,42,0,0,0,0,22,0.000049,0.000017,0,0,14543,0,0.010833
ZacGoldsmith,,,0,36,36,0,101229,101229,1,1,1,0,111,0.000046,0,0.011637,0,14576,0,0
NasaObiallor,,,1,0,1,40,0,40,0,0,0,0,111,0.000047,0.000835,0,0,14575,0,0.005761
OgzKcklr,,,1,0,1,933,0,933,0,0,0,0,111,0.000047,0.000835,0,0,14574,0,0.005761
ishawafir,,,1,0,1,1408,0,1408,0,0,0,0,111,0.000047,0.000835,0,0,14573,0,0.005761
Al_Maldives,,,1,0,1,19383,0,19383,0,0,0,0,111,0.000047,0.000835,0,0,14572,0,0.005761
MrJackWu,,,1,0,1,786,0,786,0,0,0,0,111,0.000047,0.000835,0,0,14571,0,0.005761
PhillipTaylor,,,1,0,1,698,0,698,0,0,0,0,111,0.000047,0.000835,0,0,14570,0,0.005761
JamieEmery5,,,2,0,2,1399,0,1399,0,0,0,0,111,0.00005,0.005417,0,0,14569,0,0.011522
DaveSanderson4,,,2,0,2,118,0,118,0,0,0,0,111,0.000049,0.002707,0,0,14568,0,0.011522
carriesymonds,,,1,0,1,33462,0,33462,0,0,0,0,111,0.000047,0.000835,0,0,14567,0,0.005761
DianeSnavely,,,1,0,1,5048,0,5048,0,0,0,0,111,0.000047,0.000835,0,0,14566,0,0.005761
owainpj,,,2,0,2,1767,0,1767,0,0,0,0,111,0.00005,0.000949,0,0,14565,0,0.016595
groovereligion,,,2,0,2,1029,0,1029,0,0,0,0,75,0.000052,0.000855,0,0,14564,0,0.011522
braingarbage,,,1,0,1,1333,0,1333,0,0,0,0,111,0.000047,0.000835,0,0,14563,0,0.005761
DalKhalsaUK,,,3,0,3,42337,0,42337,0,0,0,0,4,0.000054,0.000986,0,0,14562,0,0.022356
robertmac13,,,1,0,1,159,0,159,0,0,0,0,111,0.000047,0.000835,0,0,14561,0,0.005761
Susan20007380,,,1,0,1,96,0,96,0,0,0,0,111,0.000047,0.000835,0,0,14560,0,0.005761
toothbush,,,1,0,1,173,0,173,0,0,0,0,111,0.000047,0.000835,0,0,14559,0,0.005761
lhsaapso1,,,1,0,1,540,0,540,0,0,0,0,111,0.000047,0.000835,0,0,14558,0,0.005761
BettyBoo2906,,,1,0,1,145,0,145,0,0,0,0,111,0.000047,0.000835,0,0,14557,0,0.005761
EuroMediaFocus,,,1,0,1,636,0,636,0,0,0,0,111,0.000047,0.000835,0,0,14556,0,0.005761
Tasie1,,,1,0,1,78,0,78,0,0,0,0,111,0.000047,0.000835,0,0,14555,0,0.005761
UnitaryPatent,,,1,0,1,1090,0,1090,0,0,0,0,111,0.000047,0.000835,0,0,14554,0,0.005761
steladonald,,,1,0,1,139,0,139,0,0,0,0,111,0.000047,0.000835,0,0,14553,0,0.005761
SegallaMassimo,,,1,0,1,60,0,60,0,0,0,0,111,0.000047,0.000835,0,0,14552,0,0.005761
Peter4MP,,,1,17,18,93,138449,138542,2,0.710526,0.796296,0,22,0.000046,0,0.001756,0,14582,0.069853,0.010833
jeanid123,,,1,0,1,1705,0,1705,0,0,0,0,22,0.000049,0.000126,0,0,14581,0,0.010833
CaroleMulroney,,,2,0,2,1432,0,1432,0,0,0,0,22,0.000051,0.000136,0,0,14580,0,0.016595
GawenJenkin,,,2,0,2,1371,0,1371,0,0,0,0,57,0.00005,0.000249,0,0,2513,0,0.023894
barlaventoexp,,,1,0,1,4045,0,4045,0,0,0,0,22,0.000049,0.000126,0,0,14579,0,0.010833
EssexChambers,,,1,0,1,3171,0,3171,0,0,0,0,22,0.000049,0.000126,0,0,14578,0,0.010833
blandecon,,,1,0,1,912,0,912,0,0,0,0,22,0.000049,0.000126,0,0,14577,0,0.010833
KevinBarronMP,,,0,32,32,0,108570,108570,1,1,1,0,68,0.000046,0,0.008404,0,14608,0,0
Dominic_E_Beck,,,1,0,1,2652,0,2652,0,0,0,0,68,0.000047,0.000603,0,0,14607,0,0.005761
AllisonsChemist,,,1,0,1,731,0,731,0,0,0,0,68,0.000047,0.000603,0,0,14606,0,0.005761
EmHinchcliffe,,,1,0,1,1248,0,1248,0,0,0,0,68,0.000047,0.000603,0,0,14605,0,0.005761
goldie_dyke,,,1,0,1,198,0,198,0,0,0,0,68,0.000047,0.000603,0,0,14604,0,0.005761
clairemward123,,,1,0,1,355,0,355,0,0,0,0,68,0.000047,0.000603,0,0,14603,0,0.005761
RushforthA,,,1,0,1,464,0,464,0,0,0,0,68,0.000047,0.000603,0,0,14602,0,0.005761
Emma_Hoddinott,,,1,0,1,3418,0,3418,0,0,0,0,68,0.000047,0.000603,0,0,14601,0,0.005761
RothYoungLabour,,,1,0,1,644,0,644,0,0,0,0,68,0.000047,0.000603,0,0,14600,0,0.005761
musclewarrior,,,1,0,1,3379,0,3379,0,0,0,0,68,0.000047,0.000603,0,0,14599,0,0.005761
YorkshireNo2HS2,,,1,0,1,1086,0,1086,0,0,0,0,68,0.000047,0.000603,0,0,14598,0,0.005761
Tayreeek,,,1,0,1,132,0,132,0,0,0,0,68,0.000047,0.000603,0,0,14597,0,0.005761
FinPharm,,,1,0,1,1213,0,1213,0,0,0,0,68,0.000047,0.000603,0,0,14596,0,0.005761
jdblackhall,,,1,0,1,162,0,162,0,0,0,0,68,0.000047,0.000603,0,0,14595,0,0.005761
MagicMitch,,,1,0,1,149,0,149,0,0,0,0,68,0.000047,0.000603,0,0,14594,0,0.005761
EssexLPC,,,1,0,1,287,0,287,0,0,0,0,68,0.000047,0.000603,0,0,14593,0,0.005761
SMcG222,,,2,0,2,2307,0,2307,0,0,0,0,9,0.000049,0.00097,0,0,14592,0,0.011522
pepediiasio,,,1,0,1,1318,0,1318,0,0,0,0,68,0.000047,0.000603,0,0,14591,0,0.005761
Cllrgwatson,,,1,0,1,291,0,291,0,0,0,0,68,0.000047,0.000603,0,0,14590,0,0.005761
RuthENBuchan,,,1,0,1,460,0,460,0,0,0,0,68,0.000047,0.000603,0,0,14589,0,0.005761
ALCS_UK,,,1,0,1,7438,0,7438,0,0,0,0,68,0.000047,0.000603,0,0,14588,0,0.005761
EngAgeRotherham,,,1,0,1,2148,0,2148,0,0,0,0,68,0.000047,0.000603,0,0,14587,0,0.005761
diannbfitz,,,1,0,1,25,0,25,0,0,0,0,68,0.000047,0.000603,0,0,14586,0,0.005761
fozie1,,,1,0,1,332,0,332,0,0,0,0,68,0.000047,0.000603,0,0,14585,0,0.005761
shann_lynne,,,1,0,1,16,0,16,0,0,0,0,68,0.000047,0.000603,0,0,14584,0,0.005761
jojoe8janet,,,1,0,1,66,0,66,0,0,0,0,68,0.000047,0.000603,0,0,14583,0,0.005761
claire4rugby,,,0,2,2,0,2833,2833,1,1,1,0,93,0.000046,0,0,45,14611,0,0
itscazAngel,,,1,0,1,7,0,7,0,0,0,0,93,0.000066,0,0,45,14610,0,0.005761
isunshineblack,,,1,0,1,2826,0,2826,0,0,0,0,93,0.000066,0,0,45,14609,0,0.005761
chrisclarkcpfc,,,0,11,11,0,65600,65600,1,1,1,0,51,0.000046,0,0.001146,0,14619,0,0
CathaysLabour,,,1,0,1,372,0,372,0,0,0,0,51,0.00005,0.000082,0,0,14618,0,0.005761
EllenClifford1,,,1,0,1,1710,0,1710,0,0,0,0,51,0.00005,0.000082,0,0,14617,0,0.005761
byjoannavaughan,,,1,0,1,587,0,587,0,0,0,0,51,0.00005,0.000082,0,0,14616,0,0.005761
coolgreenbetty,,,1,0,1,34,0,34,0,0,0,0,51,0.00005,0.000082,0,0,14615,0,0.005761
ZoeZg1,,,1,0,1,609,0,609,0,0,0,0,51,0.00005,0.000082,0,0,14614,0,0.005761
chrisofeagles,,,1,0,1,2557,0,2557,0,0,0,0,51,0.00005,0.000082,0,0,14613,0,0.005761
MarziaNicodemiE,,,1,0,1,1276,0,1276,0,0,0,0,51,0.00005,0.000082,0,0,14612,0,0.005761
JackPCarrington,,,0,2,2,0,72852,72852,1,1,1,0,94,0.000046,0,0,46,14622,0,0
RachWall92,,,1,0,1,2858,0,2858,0,0,0,0,94,0.000066,0,0,46,14621,0,0.005761
MakeVotesMatter,,,1,0,1,69994,0,69994,0,0,0,0,94,0.000066,0,0,46,14620,0,0.005761
ClapcoteS,,,1,20,21,768,40117,40885,1,1,1,0,164,0.000046,0,0.000232,0,14638,0.05,0.010833
Kathy_Bramley,,,1,0,1,1360,0,1360,0,0,0,0,164,0.000048,0.000017,0,0,14637,0,0.010833
MCDownes5,,,1,0,1,13408,0,13408,0,0,0,0,164,0.000048,0.000017,0,0,14636,0,0.010833
