Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,Authority,Hub,componentnumber,strongcompnum,clustering,eigencentrality
banksa36,,,1,0,1,409,0,409,0,0,0,0,104,0.000048,0.000069,0,0,5099,0,0.005761
_elaineh_,,,1,0,1,216,0,216,0,0,0,0,104,0.000048,0.000069,0,0,5098,0,0.005761
whyteleafedavid,,,1,5,6,369,4005,4374,1,1,1,8,149,0.000048,0.000043,0.000063,0,5116,0.033333,0.009411
alunajones,,,1,0,1,618,0,618,0,0,0,0,149,0.000054,0.000005,0,0,5115,0,0.010555
dx_cooper,,,2,0,2,1700,0,1700,0,0,0,0,149,0.000056,0.000048,0,0,5114,0.5,0.019966
surreyhillock1,,,2,0,2,272,0,272,0,0,0,0,72,0.000063,0.000005,0,0,3156,0,0.021111
carl1545,,,0,21,21,0,60697,60697,2,0.783784,0.862069,0,67,0.000046,0,0.000253,0,5143,0.002381,0
hellsbells229,,,1,0,1,180,0,180,0,0,0,0,67,0.000048,0.000018,0,0,5142,0,0.005761
pageantsara,,,2,0,2,3864,0,3864,0,0,0,0,67,0.000051,0.000101,0,0,5141,0,0.011522
EwenSpeed,,,1,0,1,948,0,948,0,0,0,0,67,0.000048,0.000018,0,0,5140,0,0.005761
NHASolent,,,1,0,1,922,0,922,0,0,0,0,67,0.000048,0.000018,0,0,5139,0,0.005761
drvwagner,,,1,0,1,825,0,825,0,0,0,0,67,0.000048,0.000018,0,0,5138,0,0.005761
MathewJPallett,,,1,0,1,123,0,123,0,0,0,0,67,0.000048,0.000018,0,0,5137,0,0.005761
mavetherave99,,,2,0,2,2183,0,2183,0,0,0,0,67,0.000049,0.000035,0,0,5136,0,0.011522
CalderGreens,,,3,3,6,3696,2748,6444,1,1,1,4,70,0.00005,0.000085,0.000035,0,5135,0.2,0.0325
J_Raisborough,,,1,0,1,860,0,860,0,0,0,0,67,0.000048,0.000018,0,0,5133,0,0.005761
dormousegirl,,,5,0,5,4040,0,4040,0,0,0,0,67,0.000062,0.000104,0,0,5125,0.05,0.041178
NicholasTroop,,,1,0,1,409,0,409,0,0,0,0,67,0.000048,0.000018,0,0,5132,0,0.005761
mag_worden,,,2,0,2,1329,0,1329,0,0,0,0,91,0.000049,0.000809,0,0,5131,0,0.011522
MarkJarnellNHA,,,2,7,9,773,14911,15684,1,1,1,13,67,0.000052,0.000093,0.000018,0,5130,0.013889,0.011522
PaulForMayor,,,3,0,3,8595,0,8595,0,0,0,0,108,0.000053,0.000897,0,0,5123,0,0.017283
HLS_CIC,,,1,0,1,441,0,441,0,0,0,0,67,0.000048,0.000018,0,0,5122,0,0.005761
Morley1Vj,,,1,0,1,30,0,30,0,0,0,0,67,0.000048,0.000018,0,0,5121,0,0.005761
Weescosha,,,1,0,1,267,0,267,0,0,0,0,67,0.000048,0.000018,0,0,5120,0,0.005761
marcuschown,,,1,0,1,43820,0,43820,0,0,0,0,67,0.000048,0.000018,0,0,5119,0,0.005761
jimdandeo,,,4,0,4,4876,0,4876,0,0,0,0,1,0.000056,0.000287,0,0,5118,0,0.023044
Inclinepress,,,4,0,4,9813,0,9813,0,0,0,0,67,0.000051,0.000807,0,0,5117,0,0.023044
Craig_R_Martin,,,1,3,4,672,661,1333,1,1,1,2,69,0.000048,0.000036,0.000003,0,5147,0.083333,0.005761
anchacochran,,,1,0,1,149,0,149,0,0,0,0,69,0.00006,0,0,0,5146,0,0.009411
marcbarry,,,2,0,2,1343,0,1343,0,0,0,0,69,0.000062,0.000036,0,0,5145,0.5,0.015172
Charlotte8833,,,1,0,1,63,0,63,0,0,0,0,69,0.00006,0,0,0,5144,0,0.009411
ElishaMcC_SF,,,0,8,8,0,7334,7334,1,1,1,0,109,0.000046,0,0.000002,0,5156,0,0
LuccketiMandy,,,4,0,4,3549,0,3549,0,0,0,0,109,0.000055,0.000012,0,0,5155,0,0.023044
Jim_Moor,,,4,0,4,6493,0,6493,0,0,0,0,109,0.000059,0.00001,0,0,5154,0,0.023044
smoran72,,,1,0,1,656,0,656,0,0,0,0,109,0.000051,0,0,0,5153,0,0.005761
charleslamberto,,,1,0,1,1178,0,1178,0,0,0,0,109,0.000051,0,0,0,5152,0,0.005761
paulboggs13,,,1,0,1,763,0,763,0,0,0,0,109,0.000051,0,0,0,5151,0,0.005761
eimeartolandx,,,1,0,1,1198,0,1198,0,0,0,0,109,0.000051,0,0,0,5150,0,0.005761
jemtrad,,,1,0,1,325,0,325,0,0,0,0,109,0.000051,0,0,0,5149,0,0.005761
jk188826,,,1,0,1,1244,0,1244,0,0,0,0,109,0.000051,0,0,0,5148,0,0.005761
andyredfern,,,0,10,10,0,39757,39757,2,0.777778,0.857143,0,68,0.000046,0,0.000013,0,5169,0,0
atomic1949,,,1,0,1,2571,0,2571,0,0,0,0,68,0.00005,0.000001,0,0,5168,0,0.005761
VividRicky,,,1,0,1,5339,0,5339,0,0,0,0,68,0.00005,0.000001,0,0,5167,0,0.005761
handfulholmes,,,1,0,1,142,0,142,0,0,0,0,68,0.00005,0.000001,0,0,5166,0,0.005761
VentureStreamUK,,,1,0,1,1356,0,1356,0,0,0,0,68,0.00005,0.000001,0,0,5165,0,0.005761
andycrane64,,,1,0,1,7986,0,7986,0,0,0,0,68,0.00005,0.000001,0,0,5164,0,0.005761
davemalda,,,1,0,1,1694,0,1694,0,0,0,0,68,0.00005,0.000001,0,0,5163,0,0.005761
stephenctimms,,,1,4,5,13281,9475,22756,1,1,1,4,68,0.00005,0.000001,0.006421,0,5162,0,0.005761
RichardCarter,,,1,0,1,4871,0,4871,0,0,0,0,68,0.00005,0.000001,0,0,5158,0,0.005761
jamesjohara,,,1,0,1,1311,0,1311,0,0,0,0,68,0.00005,0.000001,0,0,5157,0,0.005761
danielslaw,,,0,13,13,0,25599,25599,1,1,1,0,57,0.000046,0,0.00014,0,5180,0,0
elena_dumitrana,,,1,0,1,251,0,251,0,0,0,0,57,0.000049,0.00001,0,0,5179,0,0.005761
IanMWelsh,,,2,0,2,13036,0,13036,0,0,0,0,57,0.000051,0.000079,0,0,5178,0,0.011522
shurevm,,,1,0,1,45,0,45,0,0,0,0,57,0.000049,0.00001,0,0,5177,0,0.005761
Martyn_ESD,,,1,0,1,201,0,201,0,0,0,0,57,0.000049,0.00001,0,0,5176,0,0.005761
AlistairPDBain,,,1,0,1,2455,0,2455,0,0,0,0,57,0.000049,0.00001,0,0,5175,0,0.005761
arran_writes,,,1,0,1,40,0,40,0,0,0,0,57,0.000049,0.00001,0,0,5174,0,0.005761
RebeccaHislop,,,1,0,1,472,0,472,0,0,0,0,57,0.000049,0.00001,0,0,5173,0,0.005761
karenmeechan,,,1,0,1,324,0,324,0,0,0,0,57,0.000049,0.00001,0,0,5172,0,0.005761
londoner43,,,1,0,1,1453,0,1453,0,0,0,0,57,0.000049,0.00001,0,0,5171,0,0.005761
FalkirkLover,,,1,0,1,1017,0,1017,0,0,0,0,57,0.000049,0.00001,0,0,5170,0,0.005761
RichardGrahamUK,,,0,31,31,0,72657,72657,1,1,1,0,3,0.000046,0,0.06929,0,5210,0,0
Glosnewsevents,,,1,0,1,8024,0,8024,0,0,0,0,3,0.000047,0.004974,0,0,5209,0,0.005761
EamonnMcGurk,,,1,0,1,3516,0,3516,0,0,0,0,3,0.000047,0.004974,0,0,5208,0,0.005761
brighteconomist,,,1,0,1,599,0,599,0,0,0,0,3,0.000047,0.004974,0,0,5207,0,0.005761
HollieGazzardT,,,1,0,1,4694,0,4694,0,0,0,0,3,0.000047,0.004974,0,0,5206,0,0.005761
LiseNoakes,,,1,0,1,1148,0,1148,0,0,0,0,3,0.000047,0.004974,0,0,5205,0,0.005761
BlueMeanie10,,,1,0,1,4765,0,4765,0,0,0,0,3,0.000047,0.004974,0,0,5204,0,0.005761
DawnWestgate,,,2,0,2,2994,0,2994,0,0,0,0,3,0.000049,0.005926,0,0,5203,0,0.011522
gartenzwerg333,,,1,0,1,915,0,915,0,0,0,0,3,0.000047,0.004974,0,0,5202,0,0.005761
GloucesterBID,,,1,0,1,1373,0,1373,0,0,0,0,3,0.000047,0.004974,0,0,5201,0,0.005761
GlosterEd,,,1,0,1,2591,0,2591,0,0,0,0,3,0.000047,0.004974,0,0,5200,0,0.005761
BishGloucester,,,1,0,1,4813,0,4813,0,0,0,0,3,0.000047,0.004974,0,0,5199,0,0.005761
JasonIJSmith,,,1,0,1,5404,0,5404,0,0,0,0,3,0.000047,0.004974,0,0,5198,0,0.005761
CathrynHage,,,1,0,1,1220,0,1220,0,0,0,0,3,0.000047,0.004974,0,0,5197,0,0.005761
reg_gurney,,,1,0,1,26,0,26,0,0,0,0,3,0.000047,0.004974,0,0,5196,0,0.005761
verandaglos,,,1,0,1,162,0,162,0,0,0,0,3,0.000047,0.004974,0,0,5195,0,0.005761
Judeevansglos,,,1,0,1,1352,0,1352,0,0,0,0,3,0.000047,0.004974,0,0,5194,0,0.005761
Gloucester_City,,,1,0,1,107,0,107,0,0,0,0,3,0.000047,0.004974,0,0,5193,0,0.005761
doedimelvin,,,1,0,1,418,0,418,0,0,0,0,3,0.000047,0.004974,0,0,5192,0,0.005761
trigoaji,,,2,0,2,86,0,86,0,0,0,0,160,0.000048,0.005712,0,0,5191,0,0.011522
LabourCoole,,,1,0,1,932,0,932,0,0,0,0,3,0.000047,0.004974,0,0,5190,0,0.005761
BaggyIsaacs,,,1,0,1,243,0,243,0,0,0,0,3,0.000047,0.004974,0,0,5189,0,0.005761
Circle2Success,,,1,0,1,3413,0,3413,0,0,0,0,3,0.000047,0.004974,0,0,5188,0,0.005761
danwho9,,,1,0,1,285,0,285,0,0,0,0,3,0.000047,0.004974,0,0,5187,0,0.005761
blairsupporter,,,1,0,1,2963,0,2963,0,0,0,0,3,0.000047,0.004974,0,0,5186,0,0.005761
Stuart_Harker,,,1,0,1,6058,0,6058,0,0,0,0,3,0.000047,0.004974,0,0,5185,0,0.005761
GWPhysiotherapy,,,1,0,1,527,0,527,0,0,0,0,3,0.000047,0.004974,0,0,5184,0,0.005761
CCPChiefExec,,,1,0,1,1437,0,1437,0,0,0,0,3,0.000047,0.004974,0,0,5183,0,0.005761
T_Collingridge,,,1,0,1,412,0,412,0,0,0,0,3,0.000047,0.004974,0,0,5182,0,0.005761
Callum_Nimmo,,,1,0,1,64,0,64,0,0,0,0,3,0.000047,0.004974,0,0,5181,0,0.005761
gylabour,,,0,11,11,0,36676,36676,1,1,1,0,0,0.000046,0,0.00019,0,5221,0,0
joannethurtle,,,1,0,1,300,0,300,0,0,0,0,0,0.00005,0.000014,0,0,5220,0,0.005761
andrewstonell1,,,1,0,1,579,0,579,0,0,0,0,0,0.00005,0.000014,0,0,5219,0,0.005761
mollsgrandma,,,1,0,1,2082,0,2082,0,0,0,0,0,0.00005,0.000014,0,0,5218,0,0.005761
LawrenceTungatt,,,1,0,1,26,0,26,0,0,0,0,0,0.00005,0.000014,0,0,5217,0,0.005761
CathrynP55,,,1,0,1,44,0,44,0,0,0,0,0,0.00005,0.000014,0,0,5216,0,0.005761
GreatYarmouth,,,2,0,2,6545,0,6545,0,0,0,0,0,0.000053,0.000115,0,0,5215,0,0.011522
zimmermann_st,,,2,0,2,53134,0,53134,0,0,0,0,0,0.000055,0.000014,0,0,5214,0,0.011522
PKC07774,,,1,0,1,5,0,5,0,0,0,0,0,0.00005,0.000014,0,0,5213,0,0.005761
GYarmouthLabour,,,1,0,1,77,0,77,0,0,0,0,0,0.00005,0.000014,0,0,5212,0,0.005761
TheBluesSmith1,,,1,0,1,9,0,9,0,0,0,0,0,0.00005,0.000014,0,0,5211,0,0.005761
TulipSiddiq,,,0,10,10,0,24616,24616,1,1,1,0,149,0.000046,0,0.001886,0,5231,0,0
iliashaque,,,1,0,1,236,0,236,0,0,0,0,149,0.00005,0.000135,0,0,5230,0,0.005761
imran0979,,,1,0,1,97,0,97,0,0,0,0,149,0.00005,0.000135,0,0,5229,0,0.005761
hye_ul,,,1,0,1,468,0,468,0,0,0,0,149,0.00005,0.000135,0,0,5228,0,0.005761
mandijel,,,2,0,2,1407,0,1407,0,0,0,0,51,0.000051,0.000471,0,0,5227,0,0.011522
Fordwyches,,,1,0,1,13752,0,13752,0,0,0,0,149,0.00005,0.000135,0,0,5226,0,0.005761
khaledahmed1509,,,1,0,1,161,0,161,0,0,0,0,149,0.00005,0.000135,0,0,5225,0,0.005761
BrentYoungLab,,,2,0,2,1329,0,1329,0,0,0,0,149,0.000051,0.000818,0,0,5224,0,0.015172
cllrritab,,,1,0,1,1186,0,1186,0,0,0,0,149,0.00005,0.000135,0,0,5223,0,0.005761
ParkLifeBlog,,,1,0,1,5731,0,5731,0,0,0,0,149,0.00005,0.000135,0,0,5222,0,0.005761
ryelibdems,,,1,0,1,45,0,45,0,0,0,0,75,0.000054,0.000063,0,0,3365,0,0.010833
marshlinktrains,,,1,0,1,923,0,923,0,0,0,0,75,0.000054,0.000063,0,0,3364,0,0.010833
William_Wragg,,,0,33,33,0,54897,54897,1,1,1,0,63,0.000046,0,0.080968,0,5257,0,0
rthtnn,,,1,0,1,13,0,13,0,0,0,0,63,0.000047,0.005812,0,0,5256,0,0.005761
MrHickmott,,,4,0,4,36882,0,36882,0,0,0,0,75,0.000055,0.006107,0,0,2778,0,0.028075
Ludworth,,,1,0,1,674,0,674,0,0,0,0,63,0.000047,0.005812,0,0,5255,0,0.005761
Category_Domino,,,1,0,1,287,0,287,0,0,0,0,63,0.000047,0.005812,0,0,5254,0,0.005761
sallybennett420,,,1,0,1,1504,0,1504,0,0,0,0,63,0.000047,0.005812,0,0,5253,0,0.005761
ChrisNewlandUK,,,1,0,1,68,0,68,0,0,0,0,63,0.000047,0.005812,0,0,5252,0,0.005761
laurabeth_t,,,6,0,6,29482,0,29482,0,0,0,0,3,0.000057,0.027094,0,0,2478,0,0.043284
arc_cic,,,1,0,1,1048,0,1048,0,0,0,0,63,0.000047,0.005812,0,0,5251,0,0.005761
LGBTCons,,,12,0,12,244985,0,244985,0,0,0,0,63,0.000073,0.023188,0,0,3105,0,0.090326
hgconservatives,,,1,0,1,3612,0,3612,0,0,0,0,63,0.000047,0.005812,0,0,5250,0,0.005761
OllyJohnstone,,,1,0,1,866,0,866,0,0,0,0,63,0.000047,0.005812,0,0,5249,0,0.005761
shavingtonmusic,,,1,0,1,346,0,346,0,0,0,0,63,0.000047,0.005812,0,0,5248,0,0.005761
afcb0271,,,7,0,7,16519,0,16519,0,0,0,0,55,0.000067,0.02217,0,0,5247,0,0.045122
1stMarpleGuides,,,1,0,1,145,0,145,0,0,0,0,63,0.000047,0.005812,0,0,5246,0,0.005761
MarpleLeaf,,,1,0,1,6078,0,6078,0,0,0,0,63,0.000047,0.005812,0,0,5245,0,0.005761
Xtine2604,,,1,0,1,74,0,74,0,0,0,0,63,0.000047,0.005812,0,0,5244,0,0.005761
Amanda_Renwick,,,1,0,1,43,0,43,0,0,0,0,63,0.000047,0.005812,0,0,5243,0,0.005761
MarpleHall,,,1,0,1,1770,0,1770,0,0,0,0,63,0.000047,0.005812,0,0,5242,0,0.005761
Richardkingsl20,,,1,0,1,13,0,13,0,0,0,0,63,0.000047,0.005812,0,0,5241,0,0.005761
MaryGibbons10,,,1,0,1,317,0,317,0,0,0,0,63,0.000047,0.005812,0,0,5240,0,0.005761
HelenKilloran,,,2,0,2,3747,0,3747,0,0,0,0,63,0.000048,0.012146,0,0,5239,0,0.011522
iamtinaslave,,,2,0,2,936,0,936,0,0,0,0,111,0.000049,0.007045,0,0,5238,0,0.011522
Dbezor,,,1,0,1,4,0,4,0,0,0,0,63,0.000047,0.005812,0,0,5237,0,0.005761
Eleanor_Cumbria,,,3,0,3,462,0,462,0,0,0,0,63,0.000052,0.006519,0,0,5236,0,0.017283
paddygaul,,,1,0,1,761,0,761,0,0,0,0,63,0.000047,0.005812,0,0,5235,0,0.005761
CorriganMJ,,,1,0,1,1025,0,1025,0,0,0,0,63,0.000047,0.005812,0,0,5234,0,0.005761
karslakep,,,1,0,1,9,0,9,0,0,0,0,63,0.000047,0.005812,0,0,5233,0,0.005761
dstuart55,,,1,0,1,352,0,352,0,0,0,0,63,0.000047,0.005812,0,0,5232,0,0.005761
Hemellabour,,,0,18,18,0,101611,101611,1,1,1,0,5,0.000046,0,0.000969,0,5275,0,0
vikkiorvice,,,1,0,1,8172,0,8172,0,0,0,0,5,0.000048,0.00007,0,0,5274,0,0.005761
g_linnie,,,1,0,1,1392,0,1392,0,0,0,0,5,0.000048,0.00007,0,0,5273,0,0.005761
Imy_85,,,1,0,1,179,0,179,0,0,0,0,5,0.000048,0.00007,0,0,5272,0,0.005761
IanRidley1,,,1,0,1,66492,0,66492,0,0,0,0,5,0.000048,0.00007,0,0,5271,0,0.005761
JbspurRobert,,,1,0,1,6118,0,6118,0,0,0,0,5,0.000048,0.00007,0,0,5270,0,0.005761
smudjer1,,,1,0,1,384,0,384,0,0,0,0,5,0.000048,0.00007,0,0,5269,0,0.005761
Ian_Patrick,,,1,0,1,834,0,834,0,0,0,0,5,0.000048,0.00007,0,0,5268,0,0.005761
CarlLewthwaite,,,1,0,1,1088,0,1088,0,0,0,0,5,0.000048,0.00007,0,0,5267,0,0.005761
_SELENATORS1992,,,13,0,13,38590,0,38590,0,0,0,0,131,0.000076,0.005122,0,0,5266,0,0.074894
iantweetz,,,2,0,2,15023,0,15023,0,0,0,0,68,0.000049,0.001512,0,0,5265,0,0.011522
kirpi01905,,,1,0,1,589,0,589,0,0,0,0,5,0.000048,0.00007,0,0,5264,0,0.005761
lewidj,,,1,0,1,21,0,21,0,0,0,0,5,0.000048,0.00007,0,0,5263,0,0.005761
Woody125,,,1,0,1,70,0,70,0,0,0,0,5,0.000048,0.00007,0,0,5262,0,0.005761
ProfRGrayson,,,1,0,1,1605,0,1605,0,0,0,0,5,0.000048,0.00007,0,0,5261,0,0.005761
debbs1004,,,1,0,1,13,0,13,0,0,0,0,5,0.000048,0.00007,0,0,5260,0,0.005761
TheDouble13,,,1,0,1,42,0,42,0,0,0,0,5,0.000048,0.00007,0,0,5259,0,0.005761
DowninJamaica,,,1,0,1,2266,0,2266,0,0,0,0,5,0.000048,0.00007,0,0,5258,0,0.005761
mikekatz,,,1,17,18,4321,101668,105989,1,1,1,34,21,0.000048,0.000218,0.003339,0,5287,0,0.009411
cityheadache,,,1,0,1,384,0,384,0,0,0,0,21,0.000049,0.00024,0,0,5286,0,0.010555
HendonLabour,,,1,0,1,1216,0,1216,0,0,0,0,21,0.000049,0.00024,0,0,5285,0,0.010555
briefoverview,,,1,0,1,126,0,126,0,0,0,0,21,0.000049,0.00024,0,0,5284,0,0.010555
BinaHejazi,,,1,0,1,262,0,262,0,0,0,0,21,0.000049,0.00024,0,0,5283,0,0.010555
premmeditations,,,1,0,1,1766,0,1766,0,0,0,0,21,0.000049,0.00024,0,0,5282,0,0.010555
larspowderdry,,,1,0,1,70,0,70,0,0,0,0,21,0.000049,0.00024,0,0,5281,0,0.010555
zolenda,,,1,0,1,23,0,23,0,0,0,0,21,0.000049,0.00024,0,0,5280,0,0.010555
anotherwilliam_,,,1,0,1,3016,0,3016,0,0,0,0,21,0.000049,0.00024,0,0,5279,0,0.010555
CllrDaly,,,1,0,1,844,0,844,0,0,0,0,21,0.000049,0.00024,0,0,5278,0,0.010555
MichaelCHilton,,,1,0,1,293,0,293,0,0,0,0,21,0.000049,0.00024,0,0,5277,0,0.010555
socialistMike,,,1,0,1,2017,0,2017,0,0,0,0,21,0.000049,0.00024,0,0,5276,0,0.010555
bphillipsonMP,,,0,4,4,0,11476,11476,1,1,1,0,64,0.000046,0,0.001803,0,5290,0,0
fwhatworld,,,1,0,1,9424,0,9424,0,0,0,0,64,0.000056,0.000129,0,0,5289,0,0.005761
PhilipGibbs73,,,2,0,2,306,0,306,0,0,0,0,64,0.000057,0.000929,0,0,5288,0,0.011522
gummerben,,,0,20,20,0,16011,16011,1,1,1,0,137,0.000046,0,0.006475,0,5309,0,0
Becs38,,,2,0,2,20,0,20,0,0,0,0,3,0.00005,0.00691,0,0,5308,0,0.011522
congtimensi1983,,,1,0,1,27,0,27,0,0,0,0,137,0.000048,0.000465,0,0,5307,0,0.005761
HalifaxPrimary,,,1,0,1,339,0,339,0,0,0,0,137,0.000048,0.000465,0,0,5306,0,0.005761
LinaHogg,,,1,0,1,1118,0,1118,0,0,0,0,137,0.000048,0.000465,0,0,5305,0,0.005761
CFSufolk,,,1,0,1,450,0,450,0,0,0,0,137,0.000048,0.000465,0,0,5304,0,0.005761
CitrusJules,,,2,0,2,176,0,176,0,0,0,0,68,0.00005,0.005109,0,0,5303,0,0.011522
shoploveone,,,1,0,1,2559,0,2559,0,0,0,0,137,0.000048,0.000465,0,0,5302,0,0.005761
TwinsplusTwo,,,1,0,1,2172,0,2172,0,0,0,0,137,0.000048,0.000465,0,0,5301,0,0.005761
clarky2766,,,1,0,1,94,0,94,0,0,0,0,137,0.000048,0.000465,0,0,5300,0,0.005761
NobleResearcher,,,1,0,1,238,0,238,0,0,0,0,137,0.000048,0.000465,0,0,5299,0,0.005761
tgforbes,,,1,0,1,119,0,119,0,0,0,0,137,0.000048,0.000465,0,0,5298,0,0.005761
annekathleen,,,1,0,1,48,0,48,0,0,0,0,137,0.000048,0.000465,0,0,5297,0,0.005761
BusinessSuffolk,,,1,0,1,440,0,440,0,0,0,0,137,0.000048,0.000465,0,0,5296,0,0.005761
mattarnold5ux,,,1,0,1,55,0,55,0,0,0,0,137,0.000048,0.000465,0,0,5295,0,0.005761
matthewpearce87,,,1,0,1,70,0,70,0,0,0,0,137,0.000048,0.000465,0,0,5294,0,0.005761
CMSpaulclement,,,1,0,1,475,0,475,0,0,0,0,137,0.000048,0.000465,0,0,5293,0,0.005761
Wilburgiles6,,,1,0,1,51,0,51,0,0,0,0,137,0.000048,0.000465,0,0,5292,0,0.005761
chrisking6478,,,1,0,1,23,0,23,0,0,0,0,137,0.000048,0.000465,0,0,5291,0,0.005761
EmilyThornberry,,,0,26,26,0,22498,22498,1,1,1,0,68,0.000046,0,0.010563,0,5329,0,0
SusanDellet4,,,1,0,1,487,0,487,0,0,0,0,68,0.000048,0.000758,0,0,5328,0,0.005761
GWBridgeUK,,,1,0,1,3418,0,3418,0,0,0,0,68,0.000048,0.000758,0,0,5327,0,0.005761
KaJeFighterX,,,1,0,1,34,0,34,0,0,0,0,68,0.000048,0.000758,0,0,5326,0,0.005761
michaelbrooksy,,,2,0,2,218,0,218,0,0,0,0,51,0.000049,0.000799,0,0,5325,0,0.011522
saurabhsax123,,,1,0,1,165,0,165,0,0,0,0,68,0.000048,0.000758,0,0,5324,0,0.005761
bonnevilloise,,,1,0,1,149,0,149,0,0,0,0,68,0.000048,0.000758,0,0,5323,0,0.005761
RubyfruitClub,,,1,0,1,1054,0,1054,0,0,0,0,68,0.000048,0.000758,0,0,5322,0,0.005761
beverleyswilson,,,2,0,2,194,0,194,0,0,0,0,75,0.00005,0.000904,0,0,5321,0,0.011522
Scottymills2012,,,1,0,1,69,0,69,0,0,0,0,68,0.000048,0.000758,0,0,5320,0,0.005761
BaronJohnRoss,,,1,0,1,211,0,211,0,0,0,0,68,0.000048,0.000758,0,0,5319,0,0.005761
Ociardubain,,,1,0,1,1021,0,1021,0,0,0,0,68,0.000048,0.000758,0,0,5318,0,0.005761
ChristoHaunted,,,1,0,1,888,0,888,0,0,0,0,68,0.000048,0.000758,0,0,5317,0,0.005761
gobsh1t,,,1,0,1,340,0,340,0,0,0,0,68,0.000048,0.000758,0,0,5316,0,0.005761
Unkle_Ken,,,2,0,2,2795,0,2795,0,0,0,0,9,0.000049,0.000878,0,0,5315,0,0.011522
badbrainAJ,,,1,0,1,2192,0,2192,0,0,0,0,68,0.000048,0.000758,0,0,5314,0,0.005761
Carly_Ford,,,1,0,1,701,0,701,0,0,0,0,68,0.000048,0.000758,0,0,5313,0,0.005761
littlejoski,,,1,0,1,78,0,78,0,0,0,0,68,0.000048,0.000758,0,0,5312,0,0.005761
ClerkenwellLP,,,1,0,1,448,0,448,0,0,0,0,68,0.000048,0.000758,0,0,5311,0,0.005761
urmytrade,,,1,0,1,29,0,29,0,0,0,0,68,0.000048,0.000758,0,0,5310,0,0.005761
jenniferdnadel,,,0,29,29,0,57812,57812,1,1,1,0,20,0.000046,0,0,8,5359,0,0
AnnikoXfiles,,,1,0,1,958,0,958,0,0,0,0,20,0.000048,0,0,8,5358,0,0.005761
BookJaw,,,1,0,1,48,0,48,0,0,0,0,20,0.000048,0,0,8,5357,0,0.005761
StarbuckDKS,,,1,0,1,181,0,181,0,0,0,0,20,0.000048,0,0,8,5356,0,0.005761
ElinorJR,,,1,0,1,461,0,461,0,0,0,0,20,0.000048,0,0,8,5355,0,0.005761
zobe1208,,,1,0,1,680,0,680,0,0,0,0,20,0.000048,0,0,8,5354,0,0.005761
Annettesloly,,,1,0,1,1716,0,1716,0,0,0,0,20,0.000048,0,0,8,5353,0,0.005761
KimmyMcT,,,1,0,1,482,0,482,0,0,0,0,20,0.000048,0,0,8,5352,0,0.005761
witchyw0man_,,,1,0,1,1578,0,1578,0,0,0,0,20,0.000048,0,0,8,5351,0,0.005761
JacDeNiro,,,1,0,1,2850,0,2850,0,0,0,0,20,0.000048,0,0,8,5350,0,0.005761
sidrakhab,,,1,0,1,1328,0,1328,0,0,0,0,20,0.000048,0,0,8,5349,0,0.005761
Amelie1013,,,1,0,1,253,0,253,0,0,0,0,20,0.000048,0,0,8,5348,0,0.005761
ballettfreak82,,,1,0,1,158,0,158,0,0,0,0,20,0.000048,0,0,8,5347,0,0.005761
kira_eric,,,1,0,1,10041,0,10041,0,0,0,0,20,0.000048,0,0,8,5346,0,0.005761
aliensscullaay,,,1,0,1,1351,0,1351,0,0,0,0,20,0.000048,0,0,8,5345,0,0.005761
sculleptical,,,1,0,1,2101,0,2101,0,0,0,0,20,0.000048,0,0,8,5344,0,0.005761
Laura_Anne2,,,1,0,1,502,0,502,0,0,0,0,20,0.000048,0,0,8,5343,0,0.005761
annemitchmcc,,,1,0,1,2667,0,2667,0,0,0,0,20,0.000048,0,0,8,5342,0,0.005761
ScullyLiciously,,,1,0,1,417,0,417,0,0,0,0,20,0.000048,0,0,8,5341,0,0.005761
nayakismet,,,1,0,1,46,0,46,0,0,0,0,20,0.000048,0,0,8,5340,0,0.005761
WaterstonesTraf,,,1,0,1,3972,0,3972,0,0,0,0,20,0.000048,0,0,8,5339,0,0.005761
msmarbella,,,1,0,1,2289,0,2289,0,0,0,0,20,0.000048,0,0,8,5338,0,0.005761
nicoleoprice,,,1,0,1,42,0,42,0,0,0,0,20,0.000048,0,0,8,5337,0,0.005761
london2ct,,,1,0,1,2739,0,2739,0,0,0,0,20,0.000048,0,0,8,5336,0,0.005761
1013scullaaysha,,,1,0,1,1788,0,1788,0,0,0,0,20,0.000048,0,0,8,5335,0,0.005761
ambryant71,,,1,0,1,771,0,771,0,0,0,0,20,0.000048,0,0,8,5334,0,0.005761
alicja_brown,,,1,0,1,1,0,1,0,0,0,0,20,0.000048,0,0,8,5333,0,0.005761
robofw9,,,1,0,1,675,0,675,0,0,0,0,20,0.000048,0,0,8,5332,0,0.005761
bkindngood,,,1,0,1,17493,0,17493,0,0,0,0,20,0.000048,0,0,8,5331,0,0.005761
GeorgiaByng,,,1,0,1,224,0,224,0,0,0,0,20,0.000048,0,0,8,5330,0,0.005761
AlanBrownSNP,,,0,30,30,0,146470,146470,1,1,1,0,104,0.000046,0,0.00137,0,5382,0,0
iclare1,,,1,0,1,2660,0,2660,0,0,0,0,104,0.000048,0.000098,0,0,5381,0,0.005761
