screen_name,RT_pos,RT_neg,negative,positive,device_count_10,device_count,fav_avg,fav_max,fav_std,fav_total,len_mean,rt_avg,rt_max,rt_std,rt_total,time_delta_10,time_delta,follower,friends,eleted,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity-100,Eccentricity,closnesscentrality-100,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality-100,betweenesscentrality,modularity_class,pageranks,Authority,Hub,componentnumber,strongcompnum,clustering,eigencentrality,eigencentrality-1000
ALewerMBE,0.229981222,0.770018778,0.278802604,0.721197396,70,7,1.258811682,75,3.851012527,1250,117.3454179,320.6636455,208670,6715.15041,318419,7.24798387,0.724798387,2628,2898,1,1,0,1,440,0,440,0,0,0,0,0,0,0,153,4.70E-05,3.20E-05,0,0,301,0,0.005761,5.761
HughinNorfolk,0.12594213,0.87405787,0.470307476,0.529692524,70,7,0.187096774,4,0.542242617,29,101.283871,455.8322581,50419,4088.486266,70654,46.75324675,4.675324675,781,1338,0,1,0,1,348,0,348,0,0,0,0,0,0,0,153,4.70E-05,3.20E-05,0,0,300,0,0.005761,5.761
hollidb,0.10372447,0.89627553,0.047481818,0.952518182,70,7,0.147662735,14,0.736637181,338,124.5530799,107.8816077,36672,895.8031244,246941,2.21590909,0.221590909,515,104,0,1,0,1,2793,0,2793,0,0,0,0,0,0,0,153,4.70E-05,3.20E-05,0,0,299,0,0.005761,5.761
Yellowsiskin,0.259522242,0.740477758,0.507004744,0.492995256,70,7,0.202034884,8,0.68083946,139,114.3531977,262.6656977,33741,1708.205933,180714,10.59679767,1.059679767,500,1330,0,2,0,2,1352,0,1352,0,0,0,0,0,0,0,55,4.90E-05,6.70E-05,0,0,298,0,0.011522,11.522
TamaraGalloway,0.061116228,0.938883772,0.191414484,0.808585516,70,7,0.206349206,4,0.577132031,39,107.5026455,17.11111111,1207,110.5356048,3234,38.45744681,3.845744681,141,117,0,1,0,1,3234,0,3234,0,0,0,0,0,0,0,153,4.70E-05,3.20E-05,0,0,297,0,0.005761,5.761
JohnnyMercerUK,0.305097643,0.694902357,0.151485287,0.848514713,70,7,15.77586207,966,52.63299588,11895,116.8541114,37.62997347,4988,273.759158,28373,1.32802125,0.132802125,5000,1268,0,1,0,1,217,0,217,0,0,0,0,0,0,0,153,4.70E-05,3.20E-05,0,0,296,0,0.005761,5.761
esbagshaw,0.051090806,0.948909194,0.555278197,0.444721803,70,7,3.334482759,121,9.507085411,1934,117.7534483,210.1465517,20923,1515.620445,121885,0.41450777,0.041450777,5000,3047,1,1,0,1,647,0,647,0,0,0,0,0,0,0,153,4.70E-05,3.20E-05,0,0,295,0,0.005761,5.761
FitzMP,0.319065065,0.680934935,0.822704779,0.177295221,70,7,2.070453304,73,5.506954618,3791,123.3631895,47.47351174,49673,1183.532425,86924,2.15846995,0.215846995,720,1012,1,1,0,1,1118,0,1118,0,0,0,0,0,0,0,153,4.70E-05,3.20E-05,0,0,294,0,0.005761,5.761
geraldvjuk,0.718771693,0.281228307,0.280793407,0.719206593,70,7,3.603709949,77,6.490864229,2137,124.9241147,46.04047218,8515,444.158391,27302,12.26351351,1.226351351,5000,1641,1,1,0,1,6669,0,6669,0,0,0,0,0,0,0,153,4.70E-05,3.20E-05,0,0,293,0,0.005761,5.761
RhonddaPlaid,0.198105546,0.801894454,0.340081503,0.659918497,70,7,0.693889897,75,4.384782868,1147,131.2601331,80.83363581,22808,898.8154473,133618,4.40677966,0.440677966,777,1416,1,1,0,1,893,0,893,0,0,0,0,0,0,0,153,4.70E-05,3.20E-05,0,0,292,0,0.005761,5.761
KarenClydach,0.055752772,0.944247228,0.721188711,0.278811289,70,7,0.370192308,12,0.880402184,847,101.9759615,133.1284965,49673,1418.229923,304598,2.15566244,0.215566244,453,187,1,1,0,1,2789,0,2789,0,0,0,0,0,0,0,153,4.70E-05,3.20E-05,0,0,291,0,0.005761,5.761
JesmondDan,0.026657667,0.973342333,0.655525577,0.344474423,70,7,0.441426146,25,1.783355035,260,121.9337861,496.1935484,159053,6616.603394,292258,12.24489796,1.224489796,1407,2359,1,1,0,1,466,0,466,0,0,0,0,0,0,0,153,4.70E-05,3.20E-05,0,0,290,0,0.005761,5.761
JamesDuddridge,0.08336572,0.91663428,0.348901385,0.651098615,70,7,3.752225519,1402,40.79649541,5058,124.2010386,143.5200297,15414,618.0475074,193465,3.02152932,0.302152932,1113,893,1,1,0,1,910,0,910,0,0,0,0,0,0,0,153,4.70E-05,3.20E-05,0,0,289,0,0.005761,5.761
PhilipHammondUK,0.131074693,0.868925307,0.191657352,0.808342648,70,7,58.59978992,729,66.75309233,55787,132.2153361,67.35504202,1499,101.8177437,64122,7.66561514,0.766561514,4929,1386,0,0,24,24,0,142888,142888,100,1,100,1,1,0,0,13,4.60E-05,0,0.002963,0,381,0,0,0
RLong_Bailey,0.572650402,0.427349598,0.353494115,0.646505885,70,7,17.81045173,1591,83.81954464,20108,109.911426,166.9955713,25595,1083.045744,188538,6.40957447,0.640957447,5000,1902,1,1,0,1,36980,0,36980,0,0,0,0,0,0,0,13,4.80E-05,0.000213,0,0,380,0,0.005761,5.761
paulsample2020,0.520172246,0.479827754,0.092967952,0.907032048,70,7,1.060572687,57,3.429219563,963,91.83259912,53.53744493,4761,277.6481422,48612,3.02094818,0.302094818,870,1259,0,1,0,1,21,0,21,0,0,0,0,0,0,0,13,4.80E-05,0.000213,0,0,379,0,0.005761,5.761
PaulBlomfieldMP,0.17903235,0.82096765,0.0284795,0.9715205,70,7,4.850199734,87,7.603405876,7285,121.0019973,16.15645806,6925,210.1907862,24267,4.85676216,0.485676216,398,845,1,1,0,1,2738,0,2738,0,0,0,0,0,0,0,13,4.80E-05,0.000213,0,0,377,0,0.005761,5.761
nick_clegg,0.416970694,0.583029306,0.418474077,0.581525923,70,7,320.317757,7999,720.1949093,137096,127.8200935,281.0303738,4495,451.9542059,120281,16.20608899,1.620608899,1642,1219,0,1,0,1,2359,0,2359,0,0,0,0,0,0,0,13,4.80E-05,0.000213,0,0,376,0,0.005761,5.761
HannahFAbbey,0.061572293,0.938427707,0.061572293,0.938427707,70,7,0.190540541,16,0.93875549,141,118.8635135,492.6635135,148543,6004.310554,364571,9.68876861,0.968876861,356,267,0,2,0,2,2083,0,2083,0,0,0,0,0,0,0,38,4.90E-05,0.001013,0,0,375,0,0.011522,11.522
markblackburn,0.72352702,0.27647298,0.302653329,0.697346671,70,7,0.96743295,142,4.644950779,1010,114.2528736,76.59961686,41746,1330.490862,79970,6.9894535,0.69894535,623,677,0,2,0,2,3237,0,3237,0,0,0,0,0,0,0,13,5.80E-05,0.000214,0,0,374,0,0.011522,11.522
RobPearson_1,0.249569523,0.750430477,0.184552217,0.815447783,70,7,0.56561086,22,1.710095976,250,104.020362,1085.352941,376307,17992.78731,479726,16.50793651,1.650793651,369,1150,1,3,0,3,725,0,725,0,0,0,0,0,0,0,85,5.10E-05,0.005392,0,0,373,0,0.017283,17.283
catherinerowett,0.309198306,0.690801694,0.193747848,0.806252152,70,7,0.246045694,14,0.832364102,420,118.6074985,1048.045108,440268,13684.1912,1789013,4.27315358,0.427315358,2753,2604,1,11,0,11,6457,0,6457,0,0,0,0,0,0,0,5,8.50E-05,0.00126,0,0,372,0,0.072094,72.094
SeemaKennedy,0.490110251,0.509889749,0.352663905,0.647336095,70,7,3.088777219,108,7.476517656,3688,115.6976549,30.77051926,6862,282.2542172,36740,6.1022632,0.61022632,5000,1296,0,1,0,1,624,0,624,0,0,0,0,0,0,0,13,4.80E-05,0.000213,0,0,371,0,0.005761,5.761
GitanjaliG,0.149061806,0.850938194,0.090204519,0.909795481,70,7,0.284272997,26,1.19316382,479,120.178635,150.5394659,51811,1709.923074,253659,4.3111639,0.43111639,360,840,1,2,0,2,2275,0,2275,0,0,0,0,0,0,0,5,5.60E-05,0.000244,0,0,370,0,0.015172,15.172
emmabishton,0.185506503,0.814493497,0.061383833,0.938616167,70,7,0.876443418,66,2.781865443,759,112.4411085,51.45496536,6526,416.8847803,44560,8.39306358,0.839306358,362,181,1,27,0,27,56281,0,56281,0,0,0,0,0,0,0,8,0.000121,0.01851,0,0,369,0,0.172994,172.994
Socialistsmithy,0.310675072,0.689324928,0.068220864,0.931779136,70,7,0.343718593,39,1.883663767,342,122.6552764,762.9246231,64029,3470.445081,759110,1.54929577,0.154929577,5000,3884,1,8,0,8,34065,0,34065,0,0,0,0,0,0,0,13,7.30E-05,0.000741,0,0,368,0,0.053388,53.388
Laura_Pictor,0.188307757,0.811692243,0.055612931,0.944387069,70,7,0.762081784,98,4.407569205,410,121.5018587,1043.3829,345666,15019.42831,561340,13.51955307,1.351955307,1764,2715,1,1,0,1,95,0,95,0,0,0,0,0,0,0,13,4.80E-05,0.000213,0,0,367,0,0.005761,5.761
stevedouble,0.126122524,0.873877476,0.136752613,0.863247387,70,7,2.930851064,393,13.52979116,3857,117.31231,11.43541033,2715,115.6050671,15049,5.54372624,0.554372624,80,193,1,1,0,1,299,0,299,0,0,0,0,0,0,0,13,4.80E-05,0.000213,0,0,366,0,0.005761,5.761
ConorMcGinn,0.024167398,0.975832602,0.101889477,0.898110523,70,7,14.95732484,3682,107.8025387,23483,135.3579618,516.0955414,676290,17074.23328,810270,4.64627151,0.464627151,1468,669,1,15,0,15,17899,0,17899,0,0,0,0,0,0,0,41,9.10E-05,0.008832,0,0,365,0,0.090066,90.066
ThomasMorrison,0.490670214,0.509329786,0.331905984,0.668094016,70,7,0.741046832,478,12.63202001,1076,86.83057851,303.7086777,166925,4858.360284,440985,5.0241213,0.50241213,828,1375,1,1,0,1,10991,0,10991,0,0,0,0,0,0,0,13,4.80E-05,0.000213,0,0,364,0,0.005761,5.761
JeremyLefroy,0.03418677,0.96581323,0.108157073,0.891842927,70,7,1.172584641,45,2.850084359,1420,119.4252684,22.49132948,11714,350.7309233,27237,6.02479339,0.602479339,5000,2238,1,2,0,2,34845,0,34845,0,0,0,0,0,0,0,13,5.30E-05,0.000217,0,0,363,0,0.011522,11.522
DaveMazzJones,0.044145911,0.955854089,0.359029436,0.640970564,70,7,0.489583333,99,4.611567864,235,120.18125,216.2333333,14597,1128.899285,103792,14.63465553,1.463465553,1173,1000,0,2,0,2,30200,0,30200,0,0,0,0,0,0,0,13,5.00E-05,0.000355,0,0,362,0,0.017461,17.461
pete4stour,0.038893424,0.961106576,0.198987474,0.801012526,70,7,0.50877193,6,1.201210019,58,119.1929825,126.0701754,6602,672.1654026,14372,64.15929204,6.415929204,5000,675,1,8,0,8,27061,0,27061,0,0,0,0,0,0,0,12,6.80E-05,0.000613,0,0,361,0,0.056822,56.822
Strangfordgreen,0.212450622,0.787549378,0.249462049,0.750537951,70,7,0.5859375,19,1.945992184,450,123.7174479,36.64322917,8367,421.9400077,28142,9.50456323,0.950456323,633,669,1,1,0,1,89,0,89,0,0,0,0,0,0,0,13,4.80E-05,0.000213,0,0,360,0,0.005761,5.761
sw16alex,0.161219533,0.838780467,0.00160342,0.99839658,70,7,0.669505963,15,1.797160431,393,124.2521295,1673.13799,852013,35158.58084,982132,11.80887372,1.180887372,5000,640,1,2,0,2,669,0,669,0,0,0,0,0,0,0,85,5.10E-05,0.000215,0,0,359,0,0.011522,11.522
NiallHodson,0.06552998,0.93447002,0.104227751,0.895772249,70,7,0.208333333,8,0.688297962,85,112.3308824,508.5098039,95321,4878.903033,207472,12.13759214,1.213759214,5000,436,1,1,0,1,109,0,109,0,0,0,0,0,0,0,13,4.80E-05,0.000213,0,0,358,0,0.005761,5.761
amnajahmad,0.030652104,0.969347896,0.139774766,0.860225234,70,7,1.274923144,95,4.302152851,2903,118.0873957,215.6337286,218525,4658.856633,490998,2.74604569,0.274604569,1642,1325,0,2,5,7,1388,17500,18888,100,1,100,1,1,1000,10,75,5.10E-05,4.80E-05,0.000102,0,386,0,0.011522,11.522
GeraintDaviesMP,0.125193842,0.874806158,0.817011934,0.182988066,70,7,4.093668237,223,12.28640073,7823,129.0716902,105.9481947,34681,1101.053719,202467,3.81151832,0.381151832,717,1284,1,1,0,1,1776,0,1776,0,0,0,0,0,0,0,75,5.50E-05,7.00E-06,0,0,385,0,0.013061,13.061
PatmccarthyPat,0.368305721,0.631694279,0.05826727,0.94173273,70,7,0.361538462,4,0.690639015,47,105.1307692,78.9,5690,536.6368898,10257,47.44186047,4.744186047,5000,5000,1,1,0,1,2714,0,2714,0,0,0,0,0,0,0,75,5.50E-05,7.00E-06,0,0,384,0,0.013061,13.061
MartinBrampton,0.173014669,0.826985331,0.965087515,0.034912485,70,7,0.059131737,8,0.415212766,79,117.8667665,262.5845808,121019,3447.973173,350813,5.14606742,0.514606742,894,1185,1,12,0,12,83400,0,83400,0,0,0,0,0,0,0,75,8.00E-05,0.001386,0,0,65,0,0.091032,91.032
vincecable,0.372104588,0.627895412,0.283381627,0.716618373,70,7,33.28286385,2814,135.0693303,28357,114.0892019,69.61384977,4621,286.7895057,59311,8.56639248,0.856639248,349,131,0,1,0,1,6370,0,6370,0,0,0,0,0,0,0,75,5.50E-05,7.00E-06,0,0,383,0,0.013061,13.061
katherinedunne,0.010870151,0.989129849,0.049220204,0.950779796,70,7,0.953734671,149,4.524993146,1711,115.8082497,385.8584169,338553,8266.420445,692230,2.62130508,0.262130508,5000,2993,0,1,0,1,1428,0,1428,0,0,0,0,0,0,0,75,5.50E-05,7.00E-06,0,0,382,0,0.013061,13.061
wgwynwilliams,0.069638246,0.930361754,0.617314609,0.382685391,70,7,0.408805031,9,1.193345472,65,115.0754717,1478.842767,218526,17294.21348,235136,39.62025316,3.962025316,295,678,1,0,50,50,0,47940,47940,100,1,100,1,1,0,0,160,4.60E-05,0,0.004293,0,435,0,0,0
LiverLibDems,0.007745265,0.992254735,0.064117234,0.935882766,70,7,2.136690647,112,7.83286778,2673,114.9672262,47.18944844,2911,199.1841957,59034,5.832,0.5832,2239,4601,1,1,0,1,63,0,63,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,434,0,0.005761,5.761
aliciaclarke27,0.484960554,0.515039446,0.200571033,0.799428967,70,7,1.230038023,31,3.240418869,1294,107.4895437,313.2015209,121020,4046.952818,329488,6.79352997,0.679352997,762,970,1,1,0,1,727,0,727,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,433,0,0.005761,5.761
lisanandy,0.194167876,0.805832124,0.129816592,0.870183408,70,7,24.55779335,900,61.70663665,28045,119.2443082,135.6628722,51685,1639.201895,154927,6.38913234,0.638913234,5000,523,1,1,0,1,342,0,342,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,432,0,0.005761,5.761
jackielibdem,0.244311216,0.755688784,0.124866154,0.875133846,70,7,0.878,16,1.623304038,439,126.514,8.59,2630,119.5605533,4295,14.40881764,1.440881764,5000,5000,1,1,0,1,1430,0,1430,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,431,0,0.005761,5.761
AdamAfriyie,0.154754392,0.845245608,0.203653776,0.796346224,70,7,9.124620061,502,29.20048562,3002,133.9756839,8.696048632,397,27.8410384,2861,22.22560976,2.222560976,756,762,0,1,0,1,42,0,42,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,430,0,0.005761,5.761
CllrCliveJones,0.798704333,0.201295667,0.123083439,0.876916561,70,7,0.098484848,11,0.63991613,78,124.1906566,141.3080808,23197,1135.454915,111916,9.16561315,0.916561315,476,2051,1,1,0,1,1148,0,1148,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,429,0,0.005761,5.761
Mark4WyreForest,0.309935852,0.690064148,0.597839141,0.402160859,70,7,0.540136054,45,2.735398089,794,131.4054422,109.2,32767,1080.725281,160524,4.94894486,0.494894486,5000,747,1,1,0,1,320,0,320,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,428,0,0.005761,5.761
RachaelMaskell,0.141379291,0.858620709,0.983334714,0.016665286,70,7,12.12862797,1517,50.61192772,18387,113.3258575,57.88456464,17390,599.9021901,87753,2.21782178,0.221782178,368,110,0,1,0,1,2324,0,2324,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,427,0,0.005761,5.761
Emily4Aberconwy,0.15924234,0.84075766,0.03109498,0.96890502,60,6,2.637462236,228,10.39513822,1746,118.8232628,412.9879154,38525,2458.710294,273398,5.50680787,0.550680787,441,498,1,1,0,1,455,0,455,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,426,0,0.005761,5.761
wilsjen,0.650201833,0.349798167,0.051798612,0.948201388,60,6,0.437119675,69,2.510545996,431,107.4432049,900.4208925,225281,8980.955837,887815,7.38071066,0.738071066,2335,544,0,1,0,1,108,0,108,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,425,0,0.005761,5.761
DanJarvisMP,0.185435318,0.814564682,0.042893057,0.957106943,60,6,29.71577381,1700,93.58878768,59907,126.3368056,144.7167659,124331,2923.574133,291749,3.617866,0.3617866,892,766,1,2,0,2,327,0,327,0,0,0,0,0,0,0,160,4.80E-05,0.001046,0,0,424,0,0.011522,11.522
AEuropeanBrit,0.284860239,0.715139761,0.262079487,0.737920513,60,6,1.936981758,214,7.492277798,3504,120.2067441,380.1973466,218526,6070.440375,687777,3.72787611,0.372787611,5000,1497,1,1,0,1,160,0,160,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,423,0,0.005761,5.761
LD4Bassetlaw,0.177209205,0.822790795,0.229684007,0.770315993,60,6,0.138392857,15,0.883150361,62,118.734375,995.3950893,229700,12405.33085,445937,16.12975391,1.612975391,1428,1636,1,2,0,2,2326,0,2326,0,0,0,0,0,0,0,160,4.80E-05,0.001046,0,0,422,0,0.011522,11.522
GerryCarrollPBP,0.333499739,0.666500261,0.480157374,0.519842626,60,6,4.184679958,319,12.4448625,3988,93.53305352,45.36201469,12620,555.1298687,43230,7.62605042,0.762605042,561,235,1,1,0,1,954,0,954,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,421,0,0.005761,5.761
jpkemp94,0.343512525,0.656487475,0.037670821,0.962329179,60,6,0.21263877,10,0.732351678,249,99.24338173,1107.801879,223016,10300.7188,1297236,6.20512821,0.620512821,5000,1661,1,3,0,3,4665,0,4665,0,0,0,0,0,0,0,160,4.90E-05,0.001203,0,0,420,0,0.017283,17.283
BNP_Bexley,0.246508523,0.753491477,0.438240486,0.561759514,60,6,0.564923515,35,2.136643209,1588,128.7282106,32.06901459,17600,374.1835987,90146,1.80782918,0.180782918,666,549,1,3,0,3,1259,0,1259,0,0,0,0,0,0,0,160,4.90E-05,0.001257,0,0,419,0,0.017283,17.283
ColinGreenLD,0.050778036,0.949221964,0.603431578,0.396568422,60,6,0.236024845,10,0.81407541,228,117.8416149,554.7598344,404775,13021.50266,535898,7.55440415,0.755440415,194,234,0,2,0,2,1398,0,1398,0,0,0,0,0,0,0,160,4.80E-05,0.001046,0,0,418,0,0.011522,11.522
steve_mccabe,0.261331637,0.738668363,0.352120794,0.647879206,60,6,2.042577242,153,7.065048948,5421,125.4958553,132.5497362,148542,3085.663724,351787,2.33697701,0.233697701,5000,706,1,6,0,6,2659,0,2659,0,0,0,0,0,0,0,56,6.20E-05,0.000659,0,0,417,0,0.034567,34.567
PaulMaynardUK,0.031246625,0.968753375,0.156372627,0.843627373,60,6,0.664383562,94,3.509092685,776,117.077911,44.14383562,13631,508.6599857,51560,6.24678663,0.624678663,171,154,1,1,0,1,5406,0,5406,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,416,0,0.005761,5.761
Kiwi317,0.081539959,0.918460041,0.198617577,0.801382423,60,6,0.674492386,655,17.22823822,1063,104.5329949,6000.38769,234256,22282.52537,9456611,4.62857143,0.462857143,455,265,0,1,0,1,156,0,156,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,415,0,0.005761,5.761
ConorBurnsUK,0.042548174,0.957451826,0.479878232,0.520121768,60,6,13.41193738,7049,222.6336613,13707,111.9334638,144.9774951,49674,1661.42647,148167,7.12047013,0.712047013,1833,557,1,1,0,1,1679,0,1679,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,414,0,0.005761,5.761
dave4bmthwest,0.022847645,0.977152355,0.0804135,0.9195865,60,6,1.403726708,11,2.041126476,226,115.0124224,49.10559006,3042,329.0884946,7906,43.9375,4.39375,1270,863,1,1,0,1,1023,0,1023,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,413,0,0.005761,5.761
mgjewellLD,0.169773398,0.830226602,0.104474234,0.895525766,60,6,0.345323741,31,1.860077473,192,121.7302158,85.64028777,6092,368.4376895,47616,13.11711712,1.311711712,441,498,0,1,0,1,216,0,216,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,412,0,0.005761,5.761
GeorgePBGrant,0.247440013,0.752559987,0.055995108,0.944004892,60,6,1.119934283,428,10.69211496,2045,119.4863089,358.9375685,68363,2777.678352,655420,3.99452055,0.399452055,2335,544,1,1,0,1,119,0,119,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,411,0,0.005761,5.761
bradfordgreens,0.208825817,0.791174183,0.297238169,0.702761831,60,6,0.848017621,125,6.444017342,385,124.3788546,82.19603524,5439,416.6266712,37317,15.62913907,1.562913907,892,766,1,2,0,2,3540,0,3540,0,0,0,0,0,0,0,160,4.90E-05,0.000409,0,0,410,0,0.011522,11.522
SalmaYaqoob,0.357700601,0.642299399,0.07367034,0.92632966,60,6,8.428472702,261,20.16929637,12196,114.9923981,92.81824464,19965,798.0241743,134308,5.02074689,0.502074689,5000,1497,0,2,0,2,4374,0,4374,0,0,0,0,0,0,0,160,4.80E-05,0.001046,0,0,409,0,0.011522,11.522
Ameet_Jogia,0.032592196,0.967407804,0.126112065,0.873887935,60,6,1.386651323,62,3.766194056,1205,113.7790564,184.9113924,67255,2703.879824,160688,8.37557604,0.837557604,1428,1636,0,4,0,4,18412,0,18412,0,0,0,0,0,0,0,63,5.00E-05,0.015241,0,0,408,0,0.026694,26.694
GarethPBarrett,0.575000958,0.424999042,0.497179401,0.502820599,60,6,1.200923788,97,5.203818022,520,120.482679,81.21016166,9916,589.144806,35164,16.85185185,1.685185185,561,235,1,2,0,2,1067,0,1067,0,0,0,0,0,0,0,5,5.70E-05,0.000314,0,0,407,0,0.011522,11.522
lloyd_rm,0.763079257,0.236920743,0.494847622,0.505152378,60,6,1.4,216,7.21438142,1918,127.6664234,53.3270073,8209,368.4860261,73058,5.31775018,0.531775018,5000,1661,1,1,0,1,12,0,12,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,406,0,0.005761,5.761
FrancoisLoi,0.480859102,0.519140898,0.203794107,0.796205893,60,6,1.024021963,194,6.653713297,1492,118.6273164,70.13589568,9270,427.1987743,102188,4.99313187,0.499313187,666,549,1,1,0,1,476,0,476,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,405,0,0.005761,5.761
jamckier,0.63405902,0.36594098,0.189432359,0.810567641,60,6,0.56097561,9,1.269699033,46,107.6219512,720.6341463,38841,4370.325136,59092,89.62962963,8.962962963,194,234,0,1,0,1,607,0,607,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,404,0,0.005761,5.761
Jochurchill4,0.118240273,0.881759727,0.00160342,0.99839658,60,6,2.505219207,86,5.310354826,2400,129.3079332,9.397703549,831,41.07137068,9003,7.59665622,0.759665622,5000,706,0,2,0,2,236,0,236,0,0,0,0,0,0,0,160,4.90E-05,0.000335,0,0,403,0,0.011522,11.522
SWEValleys,0.724829433,0.275170567,0.124714567,0.875285433,60,6,0.056521739,4,0.30644207,39,97.53478261,1540.950725,852013,32516.41635,1063256,10.58055152,1.058055152,171,154,1,1,0,1,272,0,272,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,402,0,0.005761,5.761
WayneDavid_MP,0.29261984,0.70738016,0.094983189,0.905016811,60,6,1.962370649,277,8.60667087,4172,125.5489182,88.74506115,37087,1105.687908,188672,3.43058824,0.343058824,5000,1091,1,1,0,1,2113,0,2113,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,401,0,0.005761,5.761
DrJohnHayward,0.161136182,0.838863818,0.218713756,0.781286244,60,6,0.412073491,9,0.980524877,314,134.1128609,15.21128609,5258,232.1474636,11591,9.57950066,0.957950066,455,265,1,1,0,1,937,0,937,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,400,0,0.005761,5.761
Dadgey,0.163590311,0.836409689,0.877810519,0.122189481,60,6,1.277542373,112,5.573021035,1206,89.60911017,71.84216102,36673,1218.653888,67819,7.70943796,0.770943796,1833,557,0,1,0,1,241,0,241,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,399,0,0.005761,5.761
as_penarth,0.069067156,0.930932844,0.066967965,0.933032035,60,6,0.852832186,32,2.308761519,1611,129.7940709,41.65802012,6216,223.070997,78692,3.8559322,0.38559322,1270,863,1,5,0,5,1743,0,1743,0,0,0,0,0,0,0,57,5.30E-05,0.002726,0,0,398,0,0.028805,28.805
Emina_ibrahim,0.135436872,0.864563128,0.652620862,0.347379138,60,6,2.332518337,354,13.08933733,3816,119.5268949,190.5360636,67255,2201.30671,311717,3.78593272,0.378593272,3679,2429,1,2,0,2,10590,0,10590,0,0,0,0,0,0,0,160,4.80E-05,0.001046,0,0,397,0,0.011522,11.522
mmaxwellscott,0.226190738,0.773809262,0.064804849,0.935195151,60,6,0.862611432,87,3.17617674,1645,100.2039853,103.6345045,49673,1627.095914,197631,3.8247639,0.38247639,1263,818,1,1,0,1,66,0,66,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,396,0,0.005761,5.761
JoeCookeLabour,0.072538711,0.927461289,0.131836266,0.868163734,60,6,0.81027668,33,2.359819515,205,119.3913043,629.5177866,75244,5107.119515,159268,28.76984127,2.876984127,536,745,1,1,0,1,2333,0,2333,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,395,0,0.005761,5.761
bigbuzzard,0.173627435,0.826372565,0.217153141,0.782846859,60,6,0.523465704,8,1.206327291,145,118.2960289,365.8772563,38054,2776.518771,101348,26.37681159,2.637681159,1267,2126,1,1,0,1,1262,0,1262,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,394,0,0.005761,5.761
seankellywalsh,0.439752412,0.560247588,0.368126714,0.631873286,60,6,0.844967532,91,3.836067385,1041,121.8823052,875.3352273,440267,13183.76745,1078413,5.92201462,0.592201462,1509,1578,0,1,0,1,677,0,677,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,393,0,0.005761,5.761
MaryRobinson01,0.010982195,0.989017805,0.130560877,0.869439123,60,6,7.702412869,360,22.56037285,2873,128.5790885,31.55764075,4520,271.8240344,11771,19.13978495,1.913978495,5000,329,1,1,0,1,52,0,52,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,392,0,0.005761,5.761
vickyford,0.064337188,0.935662812,0.103384157,0.896615843,60,6,4.158424141,278,12.23639254,4961,118.3227158,964.5129925,1086044,31431.45142,1150664,2.15604027,0.215604027,5000,1041,0,1,0,1,223,0,223,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,391,0,0.005761,5.761
Louise_Rowntree,0.042526973,0.957473027,0.153171763,0.846828237,60,6,3.067159167,140,9.035609134,4567,115.4445937,90.31027535,36496,1170.867963,134472,1.43817204,0.143817204,1777,1460,0,1,0,1,1441,0,1441,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,390,0,0.005761,5.761
ChichesterUKIP,0.445336155,0.554663845,0.123631291,0.876368709,60,6,0.241022099,45,2.014259129,349,112.5711326,113.5269337,14779,702.1075745,164387,3.15134762,0.315134762,100,171,1,1,0,1,49,0,49,0,0,0,0,0,0,0,160,4.70E-05,0.000308,0,0,389,0,0.005761,5.761
