screen_name,RT_pos,RT_neg,negative,positive,device_count_10,device_count,fav_avg,fav_max,fav_std,fav_total,len_mean,rt_avg,rt_max,rt_std,rt_total,time_delta_10,time_delta,follower,friends,eleted,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity-100,Eccentricity,closnesscentrality-100,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality-100,betweenesscentrality,modularity_class,pageranks,Authority,Hub,componentnumber,strongcompnum,clustering,eigencentrality,eigencentrality-1000
MikeHillMP,0.063971997,0.936028003,0.06940543,0.93059457,40,4,3.192727273,119,9.409624754,878,106.2327273,26.77454545,2040,160.7051962,7363,26.27737226,2.627737226,1669,105,0,2,0,2,9726,0,9726,0,0,0,0,0,0,0,104,5.00E-05,7.20E-05,0,0,1052,0,0.011522,11.522
CllrCarlJackson,0.07335963,0.92664037,0.060307097,0.939692903,40,4,1,11,1.726553965,263,128.2927757,42.98098859,3693,305.7659142,11304,27.55725191,2.755725191,304,362,0,1,0,1,2459,0,2459,0,0,0,0,0,0,0,104,4.80E-05,3.20E-05,0,0,1051,0,0.005761,5.761
domcgraham,0.975816616,0.024183384,0.333673567,0.666326433,40,4,0.444983819,20,1.345993365,550,110.8074434,709.2322006,410286,12153.53272,876611,1.53036437,0.153036437,901,1835,0,1,0,1,2629,0,2629,0,0,0,0,0,0,0,104,4.80E-05,3.20E-05,0,0,1050,0,0.005761,5.761
AmberRuddHR,0.17047989,0.82952011,0.08694928,0.91305072,40,4,13.93342037,1304,72.22404585,10673,125.3877285,37.07832898,3751,169.1235713,28402,9.49019608,0.949019608,5000,2268,0,4,0,4,6924,0,6924,0,0,0,0,0,0,0,104,5.20E-05,0.000371,0,0,1049,0,0.023044,23.044
paulgraylocal,0.579936775,0.420063225,0.236427125,0.763572875,40,4,0.110859729,10,0.658339941,49,122.3393665,749.7330317,169389,8473.298679,331382,16.37188209,1.637188209,114,150,0,5,0,5,26113,0,26113,0,0,0,0,0,0,0,104,5.50E-05,0.000706,0,0,1048,0,0.028805,28.805
AlanMakMP,0.258670182,0.741329818,0.053924998,0.946075002,40,4,2.013557929,74,4.147176951,4901,134.2678718,47.8874281,12289,473.6602336,116558,2.50719277,0.250719277,5000,2248,0,1,0,1,400,0,400,0,0,0,0,0,0,0,104,4.80E-05,3.20E-05,0,0,1047,0,0.005761,5.761
billnewtondunn,0.662108506,0.337891494,0.333673567,0.666326433,40,4,0.909090909,6,1.67628081,20,98.77272727,0.5,5,1.118033989,11,315.7142857,31.57142857,1442,105,0,1,0,1,1397,0,1397,0,0,0,0,0,0,0,104,4.80E-05,3.20E-05,0,0,1046,0,0.005761,5.761
SallySymington,0.099200458,0.900799542,0.080724721,0.919275279,40,4,0.6875,13,1.699954043,55,111.125,36.2,654,120.4782553,2896,12.91139241,1.291139241,85,107,0,1,0,1,399,0,399,0,0,0,0,0,0,0,104,4.80E-05,3.20E-05,0,0,1045,0,0.005761,5.761
MartinYFx2016x,0.36473314,0.63526686,0.207428796,0.792571204,40,4,0.189257028,23,0.785041535,377,122.122992,47.60291165,21980,728.0512254,94825,3.64138624,0.364138624,380,555,0,7,0,7,5864,0,5864,0,0,0,0,0,0,0,104,5.80E-05,0.000875,0,0,1044,0,0.043978,43.978
Offord4Hendon,0.358065023,0.641934977,0.493795812,0.506204188,40,4,5.030395137,538,32.33288557,1655,121.8723404,123.8358663,8416,601.5057528,40742,22.19512195,2.219512195,5000,59,0,1,0,1,878,0,878,0,0,0,0,0,0,0,104,4.80E-05,3.20E-05,0,0,1043,0,0.005761,5.761
timscottuk,0.820961554,0.179038446,0.894765136,0.105234864,40,4,1.693532338,113,6.004940583,1702,109.9124378,486.2447761,146856,5646.857711,488676,7.24103586,0.724103586,4849,5000,0,1,0,1,3334,0,3334,0,0,0,0,0,0,0,104,4.80E-05,3.20E-05,0,0,1042,0,0.005761,5.761
LizMcInnes_MP,0.026476185,0.973523815,0.047201505,0.952798495,40,4,12.14145031,1333,62.28448358,13562,125.1199642,225.778872,45333,1971.067834,252195,1.57706093,0.157706093,5000,2557,0,1,0,1,413,0,413,0,0,0,0,0,0,0,104,4.80E-05,3.20E-05,0,0,1041,0,0.005761,5.761
RichardCano2,0.911040689,0.088959311,0.256979686,0.743020314,40,4,0.657458564,37,2.956494643,357,118.4972376,911.3167587,207529,9121.94807,494845,13.35793358,1.335793358,166,141,0,1,0,1,228,0,228,0,0,0,0,0,0,0,104,4.80E-05,3.20E-05,0,0,1040,0,0.005761,5.761
jh66111,0.041301464,0.958698536,0.171862339,0.828137661,40,4,0.603491272,58,2.839846117,484,118.1097257,814.9214464,96900,4688.113696,653567,4.98127341,0.498127341,517,391,0,4,0,4,1725,0,1725,0,0,0,0,0,0,0,104,5.60E-05,0.000114,0,0,1039,0,0.023044,23.044
Dawn_Barnes,0.022413761,0.977586239,0.263290528,0.736709472,40,4,1.424906467,143,6.121048638,2666,112.738108,254.5088188,60879,2785.27614,476186,1.87165775,0.187165775,2675,2314,0,0,10,10,0,36439,36439,100,1,100,1,1,0,0,149,4.60E-05,0,0.002051,0,1065,0,0,0
martinmccluskey,0.056837094,0.943162906,0.333673567,0.666326433,40,4,5.590631365,253,19.43492546,5490,113.2107943,294.3798371,141821,4689.889362,289081,0.91743119,0.091743119,3432,1584,0,3,0,3,2138,0,2138,0,0,0,0,0,0,0,1,5.30E-05,0.000266,0,0,1064,0,0.017283,17.283
DonaldBoyd7,0.24520244,0.75479756,0.620880639,0.379119361,40,4,0.352,3,0.622973515,44,96.96,4.2,223,26.19862592,525,58.70967742,5.870967742,87,89,0,1,0,1,321,0,321,0,0,0,0,0,0,0,149,5.00E-05,0.000147,0,0,1063,0,0.005761,5.761
RRitchieC,0.675461981,0.324538019,0.638039188,0.361960812,40,4,0.283333333,4,0.732385751,51,116.8611111,106.1388889,6253,549.724282,19105,33.40782123,3.340782123,66,97,0,2,0,2,3157,0,3157,0,0,0,0,0,0,0,34,5.20E-05,0.000159,0,0,1062,0,0.011522,11.522
IoWBobSeely,0.019610261,0.980389739,0.03491887,0.96508113,40,4,0.395683453,14,1.266028077,495,108.1670663,384.4436451,234254,7353.224301,480939,3.52,0.352,3180,633,0,1,0,1,524,0,524,0,0,0,0,0,0,0,149,5.00E-05,0.000147,0,0,1061,0,0.005761,5.761
davidherbertst,0.184155205,0.815844795,0.226096028,0.773903972,40,4,0.208542714,5,0.520173325,83,107.5678392,32.85427136,7185,386.6861125,13076,18.08564232,1.808564232,195,130,0,3,0,3,6045,0,6045,0,0,0,0,0,0,0,21,5.30E-05,0.000857,0,0,1060,0,0.020933,20.933
emmadentcoad,0.052072183,0.947927817,0.05323999,0.94676001,40,4,0.378497791,18,1.423413551,257,122.0029455,584.9351988,22489,1958.880175,397171,0.89970501,0.089970501,5000,969,0,7,0,7,40761,0,40761,0,0,0,0,0,0,0,149,7.00E-05,0.002238,0,0,1059,0,0.054857,54.857
KetteringGreens,0.306203354,0.693796646,0.378455777,0.621544223,40,4,1.604395604,9,2.262348876,146,117.4285714,378.7032967,27699,2896.51134,34462,43.11111111,4.311111111,241,445,0,1,0,1,1028,0,1028,0,0,0,0,0,0,0,149,5.00E-05,0.000147,0,0,1058,0,0.005761,5.761
Elsiethered,0.585880865,0.414119135,0.394915578,0.605084422,40,4,0.535493827,113,4.523802557,347,123.316358,182.8842593,18722,1103.001532,118509,11.25193199,1.125193199,230,68,0,2,0,2,1460,0,1460,0,0,0,0,0,0,0,91,5.20E-05,0.000208,0,0,1057,0,0.011522,11.522
CSkidmoreUK,0.087389134,0.912610866,0.911129885,0.088870115,40,4,1.745939675,126,6.117314136,1505,132.863109,11.41763341,781,41.69961708,9842,8.30429733,0.830429733,5000,658,0,5,0,5,1025,0,1025,0,0,0,0,0,0,0,43,7.00E-05,0.000358,0,0,1056,0,0.037528,37.528
LesleyLaird,0.115635457,0.884364543,0.256979686,0.743020314,40,4,0.16467916,15,0.948486659,290,129.1010789,888.8188529,197855,8420.820405,1565210,1.43181818,0.143181818,3584,339,0,0,37,37,0,148422,148422,300,3,67.7083,0.677083,0.776923,0,0,72,4.60E-05,0,0.079638,0,1129,0,0,0
KnowsleyGreens,0.741776986,0.258223014,0.064157362,0.935842638,40,4,0.408805031,21,1.984892109,65,113.5660377,208.4654088,12399,1255.516075,33146,43.2278481,4.32278481,154,60,0,1,0,1,36184,0,36184,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1128,0,0.005761,5.761
NeilMiney,0.840278831,0.159721169,0.233185037,0.766814963,40,4,0.490384615,23,2.445542225,51,127.8365385,419.6442308,5751,946.961283,43643,68.93203883,6.893203883,82,168,0,2,0,2,3614,0,3614,0,0,0,0,0,0,0,63,4.90E-05,0.007018,0,0,1127,0,0.011522,11.522
hilarybennmp,0.967751862,0.032248138,0.428708434,0.571291566,40,4,48.42932729,7758,252.0365607,64072,114.2184429,218.2690854,41039,1574.74018,288770,5.51437216,0.551437216,5000,287,0,1,25,26,771,72383,73154,200,2,90.3226,0.903226,0.946429,2800,28,57,4.70E-05,0.005716,0.025428,0,1126,0,0.005761,5.761
JonAshworth,0.044823326,0.955176674,0.049339971,0.950660029,40,4,44.51181102,1723,151.1143446,22612,121.1614173,430.6200787,18964,1770.157589,218755,0.82840237,0.082840237,5000,2337,0,1,0,1,24903,0,24903,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1098,0,0.005761,5.761
Jack2Hickey,0.064927049,0.935072951,0.041310491,0.958689509,40,4,1.677897574,41,4.090620644,1245,111.7277628,95.0902965,15414,766.6788837,70557,9.81106613,0.981106613,774,743,0,1,0,1,2680,0,2680,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1097,0,0.005761,5.761
leicesterliz,0.02418945,0.97581055,0.11841306,0.88158694,40,4,29.31878307,1480,89.54462378,44330,111.9451058,414.5039683,96218,4429.48654,626730,2.21045665,0.221045665,5000,1567,0,1,0,1,2195,0,2195,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1096,0,0.005761,5.761
PeterTFortune,0.278134658,0.721865342,0.514031682,0.485968318,40,4,0.439674315,34,1.652406328,594,116.4803849,145.4900074,36496,1256.065601,196557,3.72592593,0.372592593,1118,811,0,1,0,1,4058,0,4058,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1095,0,0.005761,5.761
elliereeves,0.777638751,0.222361249,0.196985007,0.803014993,40,4,9.812658228,1388,79.34047982,3876,120.6936709,73.86329114,18684,962.658051,29176,18.29949239,1.829949239,5000,1997,0,1,0,1,4146,0,4146,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1094,0,0.005761,5.761
MusicmanTOURS,0.356278639,0.643721361,0.053151643,0.946848357,40,4,0.077452668,10,0.507287054,45,109.3098107,0.061962134,7,0.393075528,36,12.51724138,1.251724138,96,381,0,15,0,15,144135,0,144135,0,0,0,0,0,0,0,0,6.90E-05,0.034256,0,0,1093,0,0.091489,91.489
DavidRutley,0.34105802,0.65894198,0.225291806,0.774708194,40,4,1.704011065,381,14.43824348,1232,130.9004149,45.04702628,16352,645.8899919,32569,10.09695291,1.009695291,5000,1176,0,1,0,1,3723,0,3723,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1092,0,0.005761,5.761
PirateBlackburn,0.082847211,0.917152789,0.751570515,0.248429485,40,4,0.682857143,16,1.921158239,239,121.7257143,124.7714286,20889,1272.02544,43670,0.74498567,0.074498567,179,383,0,1,0,1,1962,0,1962,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1091,0,0.005761,5.761
johnbridges51,0.184318146,0.815681854,0.388028074,0.611971926,40,4,0.03030303,1,0.171419826,1,99.48484848,3.151515152,33,5.3491501,104,141.875,14.1875,163,257,0,9,0,9,57375,0,57375,0,0,0,0,0,0,0,3,6.00E-05,0.051046,0,0,1090,0,0.061753,61.753
kemiabidogun,0.05198329,0.94801671,0.156544013,0.843455987,40,4,0.066666667,1,0.249443826,1,111.4,2.2,18,4.415125517,33,52.85714286,5.285714286,18,101,0,1,0,1,41,0,41,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1089,0,0.005761,5.761
phileckersley,0.333931336,0.666068664,0.250632037,0.749367963,40,4,1.306122449,15,2.45534886,128,105.5816327,0.785714286,10,1.52027119,77,74.94845361,7.494845361,376,290,0,1,0,1,1205,0,1205,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1088,0,0.005761,5.761
Afzal4Gorton,0.028040293,0.971959707,0.199305277,0.800694723,40,4,7.712418301,97,12.20664836,2360,130.6699346,695.0163399,38525,3175.105297,212675,1.70491803,0.170491803,5000,4228,0,1,0,1,242,0,242,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1087,0,0.005761,5.761
AmyKitcher,0.909384164,0.090615836,0.305452262,0.694547738,40,4,1.748557296,155,6.237555457,2121,100.8211047,530.7032152,148160,5824.538595,643743,6.01485149,0.601485149,1945,463,0,1,0,1,518,0,518,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1086,0,0.005761,5.761
Fionna_T_,0.180635971,0.819364029,0.219641207,0.780358793,40,4,0.281609195,55,2.076876638,294,128.4636015,1101.743295,410291,13315.88076,1150220,6.97027804,0.697027804,677,1282,0,1,0,1,68,0,68,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1085,0,0.005761,5.761
_MarkGlasgow,0.038161021,0.961838979,0.045372483,0.954627517,40,4,0.816993464,21,1.966510158,625,122.7385621,3.963398693,663,25.02738305,3032,9.51570681,0.951570681,417,120,0,1,0,1,23,0,23,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1084,0,0.005761,5.761
fredgrindrod,0.161079192,0.838920808,0.388215512,0.611784488,40,4,1.785714286,11,2.262907046,150,132.2142857,751.0595238,23022,3524.542552,63089,3.85542169,0.385542169,294,416,0,1,0,1,440,0,440,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1083,0,0.005761,5.761
rowlem,0.111900588,0.888099412,0.372746326,0.627253674,40,4,0.405405405,4,0.943239371,15,112.6756757,62.81081081,991,179.661068,2324,197.2222222,19.72222222,80,94,0,2,0,2,9110,0,9110,0,0,0,0,0,0,0,9,4.90E-05,0.005852,0,0,1082,0,0.011522,11.522
CharlynnePullen,0.117153311,0.882846689,0.0411747,0.9588253,40,4,1.511363636,49,4.146450613,266,124.3806818,38.59659091,4057,313.9255155,6793,41.65714286,4.165714286,1978,2300,0,1,0,1,18936,0,18936,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1081,0,0.005761,5.761
grahamfindlay,0.294739767,0.705260233,0.073213287,0.926786713,40,4,0.503649635,9,1.114758902,138,107.8832117,4102.036496,1086067,65486.84847,1123958,26.44688645,2.644688645,928,2157,0,1,0,1,8073,0,8073,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1080,0,0.005761,5.761
DavidTCDavies,0.369805132,0.630194868,0.485562597,0.514437403,40,4,9.794569067,921,43.7249136,16592,121.6227863,40.70602125,35909,882.5522703,68956,4.30596574,0.430596574,5000,1162,0,2,0,2,7841,0,7841,0,0,0,0,0,0,0,72,4.80E-05,0.006507,0,0,1079,0,0.011522,11.522
angela_feeney,0.054299705,0.945700295,0.333673567,0.666326433,40,4,1.465534979,89,4.473958189,2849,83.05195473,62.17386831,35130,1015.595783,120866,3.75193001,0.375193001,2146,2978,0,3,0,3,1972,0,1972,0,0,0,0,0,0,0,3,5.00E-05,0.018466,0,0,1078,0.166667,0.020933,20.933
abmacneilsnp,0.15924234,0.84075766,0.444144526,0.555855474,40,4,0.619335347,37,2.66114271,205,105.7734139,51.19033233,7058,419.7789845,16944,22.06060606,2.206060606,962,306,0,1,0,1,505,0,505,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1077,0,0.005761,5.761
Chantal4Labour,0.044307841,0.955692159,0.144398007,0.855601993,40,4,1.8,14,3.560898763,180,120.78,607.24,25433,3420.304513,60724,3.23232323,0.323232323,201,115,0,1,0,1,1206,0,1206,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1076,0,0.005761,5.761
RichardBenyonMP,0.061755859,0.938244141,0.087787646,0.912212354,40,4,5.106719368,901,31.49109049,9044,111.8622247,152.8695652,104234,2715.515858,270732,4.11864407,0.411864407,5000,467,0,1,0,1,251,0,251,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1075,0,0.005761,5.761
AlexSkirvinLAB,0.060728937,0.939271063,0.076455126,0.923544874,40,4,1.115015974,51,4.027009222,349,121.2555911,605.1597444,44126,3179.594997,189415,1.18589744,0.118589744,575,1196,0,1,0,1,524,0,524,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1074,0,0.005761,5.761
NewcastleEastLD,0.792892339,0.207107661,0.431785246,0.568214754,40,4,0.093969144,25,0.728794724,268,113.7871669,72.33099579,20377,606.9420089,206288,2.49035426,0.249035426,309,256,0,1,0,1,184,0,184,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1073,0,0.005761,5.761
DuncanCCrute,0.133663516,0.866336484,0.242413677,0.757586323,40,4,1.75,11,3,56,125.34375,264.75,4988,891.9975126,8472,9.35483871,0.935483871,165,94,0,1,0,1,808,0,808,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1072,0,0.005761,5.761
Marie4NA,0.16284687,0.83715313,0.044483385,0.955516615,40,4,1.15136876,17,1.994263648,715,106.2254428,406.2962963,157539,6411.074922,252310,0.53225806,0.053225806,402,397,0,2,0,2,267,0,267,0,0,0,0,0,0,0,8,4.90E-05,0.006007,0,0,1071,0,0.016595,16.595
james_labour,0.07697168,0.92302832,0.254910906,0.745089094,40,4,0.805369128,7,1.366806165,240,130.5939597,522.204698,23013,1801.305152,155617,1.21212121,0.121212121,314,397,0,1,0,1,433,0,433,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1070,0,0.005761,5.761
Simon4NDorset,0.112399368,0.887600632,0.63334155,0.36665845,40,4,1.355481728,26,2.88365969,1224,117.5149502,92.00996678,5396,416.5811557,83085,2.3059867,0.23059867,5000,1185,0,1,0,1,1608,0,1608,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1069,0,0.005761,5.761
cmartinLD,0.197838266,0.802161734,0.179779159,0.820220841,40,4,0.567567568,24,1.628693289,315,110.1873874,7.544144144,1276,63.50242485,4187,13.12274368,1.312274368,605,668,0,2,0,2,14244,0,14244,0,0,0,0,0,0,0,72,4.80E-05,0.00595,0,0,1068,0,0.011522,11.522
WeLikeMike,0.403770972,0.596229028,0.350157609,0.649842391,40,4,0.248214286,9,0.742219421,139,95.43035714,3.823214286,502,31.25978413,2141,12.54025045,1.254025045,671,1739,0,1,0,1,1246,0,1246,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1067,0,0.005761,5.761
NEHantsGreens,0.243995392,0.756004608,0.01424125,0.98575875,40,4,1.88547486,22,3.047255597,675,119.4608939,92.74860335,13498,750.687464,33204,20.25210084,2.025210084,636,561,0,1,0,1,262,0,262,0,0,0,0,0,0,0,72,4.70E-05,0.005716,0,0,1066,0,0.005761,5.761
sasharosenorris,0.089103196,0.910896804,0.155880787,0.844119213,40,4,0.897810219,13,1.608756475,123,89.62043796,0.328467153,11,1.146938095,45,49.04411765,4.904411765,216,113,0,2,7,9,1300,3264,4564,200,2,70.5882,0.705882,0.791667,2300,23,63,6.00E-05,0.000164,0.001039,0,1142,0.013889,0.011522,11.522
tomssthornhill,0.088034973,0.911965027,0.059169937,0.940830063,40,4,0.373188406,16,1.427678761,103,114.4130435,1444.442029,70103,7531.342194,398666,26.14545455,2.614545455,689,1747,0,1,0,1,55,0,55,0,0,0,0,0,0,0,63,5.40E-05,7.50E-05,0,0,1141,0,0.013061,13.061
dempsey4labour,0.017930221,0.982069779,0.079949826,0.920050174,40,4,1.52,24,3.021522795,228,113.1733333,83.15333333,1269,232.6913761,12473,47.85234899,4.785234899,1321,956,0,5,5,10,7095,4882,11977,100,1,100,1,1,3700,37,63,6.00E-05,0.012936,0.000461,0,1140,0.022222,0.039755,39.755
rehalfrances,0.293738946,0.706261054,0.143369505,0.856630495,40,4,0.275949367,9,0.934461896,109,109.9518987,268.3670886,14986,1364.920008,106005,18.50253807,1.850253807,418,733,0,1,0,1,792,0,792,0,0,0,0,0,0,0,63,5.40E-05,7.50E-05,0,0,1134,0,0.013061,13.061
GlindonMary,0.085599461,0.914400539,0.003992295,0.996007705,40,4,1.189655172,17,2.709860008,138,121.1551724,607.1293103,25434,3000.736084,70427,4.08695652,0.408695652,985,222,0,4,0,4,2240,0,2240,0,0,0,0,0,0,0,75,6.00E-05,0.00021,0,0,1133,0,0.045561,45.561
OwenTemple2,0.172871364,0.827128636,0.474780933,0.525219067,40,4,1.970479705,31,4.676929259,534,106.6346863,95.58302583,6003,565.2887447,25903,26.81481481,2.681481481,391,72,0,1,0,1,195,0,195,0,0,0,0,0,0,0,63,5.40E-05,7.50E-05,0,0,1132,0,0.013061,13.061
ddothill,0.673164617,0.326835383,0.487905653,0.512094347,40,4,0.183486239,3,0.544617324,20,114.3394495,1823.944954,106922,10716.5712,198810,67.03703704,6.703703704,369,1174,0,2,0,2,944,0,944,0,0,0,0,0,0,0,111,5.50E-05,0.000831,0,0,1131,0,0.018822,18.822
rm113,0.918761484,0.081238516,0.065513293,0.934486707,40,4,0.093628088,6,0.409983947,72,111.6215865,1137.241873,208670,9187.19654,874539,9.453125,0.9453125,314,200,0,3,0,3,493,0,493,0,0,0,0,0,0,0,72,5.80E-05,0.000277,0,0,1130,0.166667,0.024583,24.583
JGray,0.15924234,0.84075766,0.623230251,0.376769749,40,4,4.433333333,167,21.40978489,266,118.2666667,243.9333333,10578,1369.331295,14636,119.4915254,11.94915254,5000,97,0,0,21,21,0,65239,65239,100,1,100,1,1,0,0,153,4.60E-05,0,0.009397,0,1161,0,0,0
Michael_Ellis1,0.057619291,0.942380709,0.02475444,0.97524556,40,4,2.089211618,65,5.484259615,1007,133.7489627,182.9896266,15414,990.040488,88201,15.13513514,1.513513514,5000,222,0,1,0,1,1143,0,1143,0,0,0,0,0,0,0,153,4.80E-05,0.000675,0,0,1160,0,0.005761,5.761
GeorgeSmid,0.244622752,0.755377248,0.635083517,0.364916483,40,4,0.250728863,29,1.774813519,86,115.5947522,95.44314869,6896,601.0343384,32737,21.31578947,2.131578947,178,108,0,5,0,5,25950,0,25950,0,0,0,0,0,0,0,21,5.60E-05,0.002648,0,0,1159,0,0.0336,33.6
NorwichChloe,0.141907195,0.858092805,0.13593319,0.86406681,40,4,2.407864302,103,5.012954674,3123,125.3138011,5.978411719,926,34.86892955,7754,5.25462963,0.525462963,5000,337,0,1,0,1,2934,0,2934,0,0,0,0,0,0,0,153,4.80E-05,0.000675,0,0,1158,0,0.005761,5.761
LanaHempsall,0.023904159,0.976095841,0.184693895,0.815306105,40,4,0.874493927,21,1.970541461,216,90.91093117,17.77327935,1434,145.1971339,4390,29.43089431,2.943089431,854,478,0,1,0,1,950,0,950,0,0,0,0,0,0,0,153,4.80E-05,0.000675,0,0,1157,0,0.005761,5.761
KirstyJonesNGP,0.160466178,0.839533822,0.139143609,0.860856391,40,4,1.060301508,15,2.313687025,211,118.361809,145.0251256,5772,611.5810587,28860,13.93939394,1.393939394,345,530,0,8,0,8,30523,0,30523,0,0,0,0,0,0,0,21,5.80E-05,0.012441,0,0,1156,0,0.054533,54.533
ANorrisMP,0.143281334,0.856718666,0.285397467,0.714602533,40,4,1.127240143,294,9.102164652,1258,104.859319,243.0421147,96903,3216.720358,271235,4.69058296,0.469058296,3616,1159,0,7,0,7,78378,0,78378,0,0,0,0,0,0,0,153,6.80E-05,0.001652,0,0,1155,0,0.0527,52.7
Marcus4Nuneaton,0.380815016,0.619184984,0.064966456,0.935033544,40,4,1.661016949,82,5.188648231,2156,120.5084746,66.78967643,49673,1417.888044,86693,5.62066307,0.562066307,5000,656,0,6,0,6,16764,0,16764,0,0,0,0,0,0,0,82,5.40E-05,0.00302,0,0,1154,0,0.034567,34.567
JBrokenshire,0.881686701,0.118313299,0.209783548,0.790216452,40,4,6.408928571,413,23.79200629,3589,125,115.3660714,18684,1069.575729,64605,12.95169946,1.295169946,5000,1774,0,1,0,1,684,0,684,0,0,0,0,0,0,0,153,4.80E-05,0.000675,0,0,1153,0,0.005761,5.761
nicolablackwood,0.161780148,0.838219852,0.187466874,0.812533126,40,4,3.365109034,245,15.19038157,5401,129.3196262,267.2641745,67256,2589.021285,428959,4.53241895,0.453241895,5000,1964,0,16,0,16,107361,0,107361,0,0,0,0,0,0,0,6,0.000109,0.00166,0,0,1152,0,0.124839,124.839
angelasmithmp,0.184428811,0.815571189,0.075126747,0.924873253,40,4,1.87412993,228,11.68668919,3231,115.5817865,333.437935,209324,6141.415772,574847,2.61752757,0.261752757,5000,2678,0,8,0,8,2310,0,2310,0,0,0,0,0,0,0,21,6.40E-05,0.003353,0,0,1151,0,0.050883,50.883
dougilawson,0.651384857,0.348615143,0.333673567,0.666326433,40,4,0.296052632,12,1.16041517,90,116.0953947,113.7565789,4807,445.8462311,34582,23.99339934,2.399339934,66,119,0,4,0,4,4646,0,4646,0,0,0,0,0,0,0,68,5.20E-05,0.002585,0,0,1150,0,0.023044,23.044
CllrPeterBarret,0.418509114,0.581490886,0.342840243,0.657159757,40,4,0.839050132,35,2.64584209,318,106.5461741,21.47229551,2554,142.9265034,8138,15.58201058,1.558201058,319,310,0,1,0,1,279,0,279,0,0,0,0,0,0,0,153,4.80E-05,0.000675,0,0,1149,0,0.005761,5.761
FflurElin,0.429958841,0.570041159,0.340417033,0.659582967,40,4,2.043126685,69,5.93025728,758,118.2884097,472.902965,79352,4993.882438,175447,19.64864865,1.964864865,804,322,0,1,0,1,147,0,147,0,0,0,0,0,0,0,153,4.80E-05,0.000675,0,0,1148,0,0.005761,5.761
bobkilmister,0.057389184,0.942610816,0.17066512,0.82933488,40,4,1,22,3.272358986,48,101.7291667,583.4375,27480,3923.660822,28005,147.0212766,14.70212766,134,132,0,1,0,1,200,0,200,0,0,0,0,0,0,0,153,4.80E-05,0.000675,0,0,1147,0,0.005761,5.761
Philippa4Pembs,0.128742811,0.871257189,0.020243939,0.979756061,40,4,0.129888943,25,0.89692319,269,127.3510381,561.5900531,101238,3518.38851,1163053,2.23188406,0.223188406,330,379,0,1,0,1,384,0,384,0,0,0,0,0,0,0,153,4.80E-05,0.000675,0,0,1146,0,0.005761,5.761
MpHendrick,0.27196726,0.72803274,0.610301091,0.389698909,40,4,0.861823362,37,2.566937733,605,129.0612536,351.6239316,23441,1904.866498,246840,9.87161198,0.987161198,3125,1065,0,1,0,1,1070,0,1070,0,0,0,0,0,0,0,153,4.80E-05,0.000675,0,0,1145,0,0.005761,5.761
MercerRyanJ,0.428020276,0.571979724,0.428575568,0.571424432,40,4,1.7825,49,4.468242803,713,115.835,99.4425,14997,851.4059118,39777,18.27067669,1.827067669,1226,1124,0,1,0,1,2488,0,2488,0,0,0,0,0,0,0,153,4.80E-05,0.000675,0,0,1144,0,0.005761,5.761
AllanKnox4RV,0.157796828,0.842203172,0.598960783,0.401039217,40,4,1.662337662,15,2.316571524,128,118.8831169,59.51948052,804,163.5555913,4583,2.63157895,0.263157895,,,0,0,13,13,0,62767,62767,100,1,100,1,1,0,0,4,4.60E-05,0,0.000797,0,1174,0,0,0
ZacGoldsmith,0.074490093,0.925509907,0.292660103,0.707339897,40,4,26.6351243,1624,84.56248541,33214,119.5332799,105.8099439,29073,897.0259504,131945,3.31460674,0.331460674,5000,1029,0,1,0,1,118,0,118,0,0,0,0,0,0,0,4,4.90E-05,5.70E-05,0,0,1173,0,0.005761,5.761
